latitude,longitude,market
48.592236,6.4923391,Luneville
45.764042,4.835659,Lyon
46.306885,4.8287311,Mâcon
49.151726,1.787148,MagnyenVexin
46.309464,-0.99286503,Marans
45.921307,3.3282809,Maringues
44.500484,0.159869,Marmande
43.296482,5.3697801,Marseille
48.542107,2.6554,Melun
44.517162,3.4989309,Mende
49.008106,1.916319,Meulan
44.016079,1.35295,Montauban
45.607449,4.0633378,Montbrison
44.556946,4.749496,Montélimar
43.610767,3.8767159,Montpellier
47.750839,7.3358879,Mulhouse
47.218372,-1.5536211,Nantes
43.184277,3.003078,Narbonne
47.9025,1.909,Orléans
43.114754,1.607953,Pamiers
48.853352,2.348285,Paris
43.295101,-0.37079701,Pau
43.545628,-1.097208,Peyrehorade
46.580223,0.34037501,Poitiers
47.866917,-4.2222981,PontlAbbé
49.050964,2.1006451,Pontoise
44.261032,4.6480789,PontSaintEsprit
43.5728,2.0128,Puylaurens
43.776623,2.1888399,Réalmont
49.262798,4.0346999,Reims
48.113476,-1.6757081,Rennes
43.458611,2.0045731,Revel
45.893993,3.1149321,Riom
45.044235,5.0527349,Romans
49.443233,1.0999711,Rouen
48.68383,2.9590449,RozayenBrie
43.958191,2.887126,SaintAffrique
48.514179,-2.765835,SaintBrieuc
45.439693,4.3871779,SaintEtienne
49.116039,-1.091398,SaintLo
49.376637,3.32342,Soissons
48.583149,7.7478819,Strasbourg
42.848522,1.604815,TarasconsurAriège
43.604652,1.444209,Toulouse
45.535828,1.795097,Treignac
45.265652,1.771697,Tulle
44.933392,4.8923602,Valence
50.357113,3.518332,Valenciennes
47.658237,-2.7608471,Vannes
44.187111,1.876263,Verfeil
45.643475,3.243412,VicleComte
45.525585,4.8743391,Vienne
44.55674,4.5009899,VilleneuvedeBerg
48.124744,-1.21543,Vitre
45.362713,5.5913491,Voiron
50.775345,6.0838871,Aachen
50.984318,12.440557,Altenburg
53.850292,13.695973,Anklam
48.371441,10.898255,Augsburg
49.898815,10.902764,Bamberg
49.945641,11.571335,Bayreuth
52.519173,13.406091,Berlin
53.366669,10.716667,Boizenburg
53.079296,8.8016939,Bremen
52.268875,10.52677,Brunswick
51.054977,11.704941,Camburg
52.61681,10.063194,Celle
50.937531,6.960279,Cologne
47.665329,9.1779613,Constance
51.525574,12.338099,Delitzsch
51.938477,8.868638,Detmold
51.050407,13.737262,Dresden
51.511642,10.253095,Duderstadt
51.434406,6.7623291,Duisburg
51.820572,9.868309,Einbeck
50.968605,11.892647,Eisenberg
51.2491,7.1535792,Elberfeld
53.359402,7.2060099,Emden
48.311466,11.918876,Erding
50.984768,11.02988,Erfurt
50.110924,8.682127,Frankfurt
47.999008,7.842104,Freiburg
51.152779,14.987222,Görlitz
51.533924,9.9325418,Göttingen
53.266666,11.566667,Grabow
51.89439,11.053734,Halberstadt
51.47971,11.96864,Halle
53.551086,9.9936819,Hamburg
52.371616,9.7348089,Hanover
50.67841,8.2997103,Herborn
52.117832,8.6794004,Herford
52.140953,9.965868,Hildesheim
50.807388,11.582536,Kahla
47.733334,10.316667,Kempten
48.539227,12.145922,Landshut
51.339695,12.373075,Leipzig
47.546638,9.6843624,Lindau
53.865887,10.687096,Lübeck
53.250221,10.40828,Lüneburg
52.125164,11.633749,Magdeburg
49.992863,8.2472534,Mainz
49.487457,8.4660397,Mannheim
47.983799,10.180188,Memmingen
52.296494,8.8949213,Minden
48.136608,11.577085,Munich
51.960667,7.6261349,Münster
51.499081,10.791581,Nordhausen
48.850807,10.488338,Nördlingen
49.45203,11.07675,Nuremberg
53.147739,8.2106028,Oldenburg
52.279911,8.0471792,Osnabrück
51.718922,8.7575092,Paderborn
53.416668,11.833333,Parchim
51.792057,11.141448,Quedlinburg
47.745235,8.9669104,Radolfzell
49.020985,12.096891,Regensburg
54.307549,9.6589909,Rendsburg
54.083332,12.133333,Rostock
50.049999,10.233333,Schweinfurt
53.633331,11.416667,Schwerin
52.537212,13.205051,Spandau
47.853165,9.0091534,Stockach
48.877731,12.580154,Straubing
48.775417,9.1817589,Stuttgart
49.755322,6.6380601,Trier
47.766174,9.1702766,Überlingen
48.404297,9.9793491,Ulm
48.779861,9.2504501,Untertürkheim
52.035393,6.8245492,Vreden
51.556229,10.056036,Waake
51.664307,6.6295681,Wesel
53.891418,11.46606,Wismar
51.866264,12.643633,Wittenberg
49.793179,9.9279499,Würzburg
51.66127,6.453867,Xanten
37.983715,23.729309,Athens
38.466667,23.6,Chalcis
37.433334,24.916668,Ermoupoli
36.740952,3.0250781,Hydra
37.042236,22.114126,Kalamata
38.895973,22.4349,Lamia
38.383331,21.433332,Missolonghi
37.567341,22.799952,Nafplio
38.246639,21.734573,Patras
35.145447,33.352535,Piraeus
47.497913,19.040236,Budapest
47.529968,21.63916,Debreczen
47.072224,21.92111,Nagyvarad
46.072735,18.232265,Pécs
47.681664,16.58448,Sopron
46.25301,20.141424,Szeged
53.349804,-6.2603102,Dublin
43.945152,12.417999,Acquaviva
37.97839,12.96863,Alcamo
44.907272,8.61168,Alessandria
40.827091,16.553091,Altamura
43.615829,13.518915,Ancona
42.34985,13.399509,Aquila
43.466969,11.882308,Arezzo
42.853603,13.574944,AscoliPiceno
41.203339,15.56274,AscoliSatriano
44.900749,8.2064257,Asti
40.914383,14.79028,Avellino
42.028141,13.42556,Avezzano
41.125278,16.866667,Bari
41.319664,16.283821,Barletta
42.465992,12.311246,Bassano
46.142464,12.216709,Belluno
41.129761,14.782621,Benevento
45.698265,9.6772699,Bergamo
43.694118,11.81586,Bibbiena
41.243057,16.505278,Bisceglie
41.107826,16.691057,Bitonto
44.494888,11.342616,Bologna
41.248451,15.33953,Bovino
45.541187,10.219444,Brescia
39.223843,9.1216612,Cagliari
37.490112,14.062893,Caltanisetta
40.827,14.139,Campi
41.560253,14.662716,Campobasso
44.867538,7.7548289,Carmagnola
44.983334,10.416667,Casalmaggiore
41.066666,14.333333,Caserta
42.888634,11.535785,CasteldelPiano
45.063065,10.313762,Castelponzone
39.815269,16.199739,Castrovillari
37.508038,15.082851,Catania
38.909794,16.587652,Catanzaro
42.347885,14.163585,Chieti
45.190037,7.8889518,Chivasso
40.719387,14.775673,Cologna
45.799282,9.0927477,Como
45.889198,12.300637,Conegliano
43.275555,11.988056,Cortona
39.298264,16.253736,Cosenza
45.133247,10.022651,Cremona
39.080791,17.12711,Crotone
44.389442,7.5477781,Cuneo
45.426945,12.075278,Dolo
40.61792,15.05643,Eboli
43.839817,13.01942,Fano
44.838123,11.619787,Ferrara
43.771034,11.248001,Florence
41.462196,15.54463,Foggia
42.950867,12.701475,Foligno
44.222595,12.041006,Forli
37.901508,15.13585,Francavilla
40.17477,18.168779,Galatina
44.40472,8.9305115,Genoa
41.693359,12.696277,Genzano
42.237129,13.074947,Girgenti
43.527084,13.24638,Iesi
40.123989,15.76532,Lagonegro
42.226551,14.38902,Lanciano
41.805161,14.91911,Larino
40.351517,18.175016,Lecce
37.101711,13.93733,Licata
43.548473,10.310567,Livorno
45.313805,9.5018272,Lodi
43.83762,10.495061,Lucca
43.298428,13.453477,Macerata
41.023216,14.39083,Maddaloni
41.633331,15.916667,Manfredonia
45.156418,10.791375,Mantua
44.079327,10.097677,MassaCarrara
40.666382,16.604321,Matera
37.969669,13.18078,Mazzara
40.993309,15.65311,Melfi
40.78157,14.75278,MercatoSanSeverino
38.193813,15.554015,Messina
45.465454,9.1865158,Milan
44.648838,10.920087,Modena
41.204262,16.59589,Molfetta
44.666378,8.7304459,Montaldeo
40.41,14.57,MonteCorvino
41.166241,15.25892,Monteleone
41.063229,14.63805,Montesarchio
41.4534,14.5558,Montorio
40.851345,14.258194,Naples
42.816528,13.8135,Nereto
38.97123,16.312771,Nicastro
45.560242,12.062837,Noale
45.44693,8.6221609,Novara
45.406433,11.876761,Padua
38.115688,13.361267,Palermo
38.357571,15.84652,Palmi
44.801483,10.327904,Parma
45.184727,9.1582069,Pavia
42.456909,13.92813,Penne
43.912476,12.915549,Pesaro
45.047375,9.6865807,Piacenza
41.354431,14.37007,PiedimontedAlife
44.058193,7.9266019,PievediTeco
43.722839,10.401689,Pisa
43.933334,10.916667,Pistoia
42.910831,11.408611,Porrona
45.78231,12.835258,Portogruaro
40.640411,15.8056,Potenza
43.877705,11.102228,Prato
44.418362,12.203529,Ravenna
38.111301,15.647291,ReggioCalabria
44.698994,10.629686,ReggioEmilia
41.901512,12.460774,Rome
39.575081,16.63525,RossanoCalabro
45.069813,11.790216,Rovigo
40.675949,14.76614,Salerno
41.490791,13.83338,SanGermano
43.566666,12.15,Sansepolcro
40.725925,8.5556831,Sassari
43.993752,11.35335,Scarperia
37.508511,13.08163,Sciacca
43.68961,13.197107,Senigallia
43.31881,11.330757,Siena
40.43499,18.04217,Squinzano
42.04818,13.92893,Sulmona
37.083332,15.283333,Syracuse
41.25,14.066667,Teano
42.661144,13.698664,Teramo
37.98402,13.69619,TerminiImerese
37.040001,14.15,Terranova
46.216389,10.168889,Tirano
38.017616,12.537202,Trapani
45.666901,12.243039,Treviso
45.649536,13.777972,Trieste
38.676991,15.89722,Tropea
45.062901,7.6784902,Turin
46.071068,13.234579,Udine
45.438152,12.335672,Venice
45.320229,8.4185743,Vercelli
45.438354,10.991658,Verona
45.545479,11.535421,Vicenza
41.883331,16.166668,Vieste
43.399391,10.86603,Volterra
56.94965,24.105186,Riga
49.611183,6.1295991,Luxembourg
35.87278,14.5075,Paola
52.370216,4.8951678,Amsterdam
51.980968,5.908628,Arnhem
51.810036,4.6645908,Dordrecht
53.219231,6.5753698,Groningen
52.557964,5.9144621,Kampen
52.158493,4.4961991,Leiden
50.849998,5.6833329,Maastricht
51.5,3.616667,Middelburg
51.842869,5.8546219,Nijmegen
51.192444,5.9946952,Roermond
51.924217,4.4817762,Rotterdam
52.091789,5.1145701,Utrecht
52.139851,6.1949601,Zutphen
60.391262,5.3220539,Bergen
59.909428,10.742912,Oslo
58.969975,5.7331071,Stavanger
53.233334,20.183332,DziałdowoSoldau
54.350639,18.657146,GdańskDanzig
54.175919,15.583267,KołobrzegKolberg
50.064651,19.944981,Krakow
54.036133,19.037975,MalborkMarienburg
51.729378,10.258031,OstródaOsterode
52.406376,16.925167,PoznańPosen
54.450001,17.033333,SłupskStolp
53.428543,14.552812,SzczecinStettin
52.248245,21.013241,Warsaw
51.110378,17.030996,WrocławBreslau
38.707481,-9.1365051,Lisbon
46.166668,21.316668,Arad
46.766666,23.583332,ClujNapocaKlausenburg
45.759724,21.23,TimișoaraTemesvar
64.538521,40.514854,Archangelsk
54.711609,20.464531,Königsberg
56.505634,21.011906,Libau
55.749645,37.62368,Moscow
46.975033,31.994583,Nikolayev
44.715534,37.853249,Novorossiysk
57.196804,39.415527,Rostov
53.260906,50.198078,Samara
51.534271,46.010139,Saratov
59.934376,30.30304,StPetersburg
52.615349,38.522087,Yelets
48.14389,17.109722,Bratislava
48.716667,21.25,Košice
46.05645,14.50807,LjubljanaLaibach
42.91,-2.6983869,Alava
38.99435,-1.858542,Albacete
38.345997,-0.49068499,Alicante
38.774776,-4.8371429,Almaden
36.838978,-2.4610951,Almeria
40.662594,-4.695817,Avila
38.880138,-6.9701662,Badajoz
41.791927,0.806041,Balaguer
41.383331,2.1833329,Barcelona
42.343994,-3.6969061,Burgos
39.471329,-6.3709612,Caceres
36.527061,-6.2885962,Cadiz
40.111698,-4.0222001,CasarrubiosdelMonte
39.984459,-0.044950001,Castellon
41.672661,1.272743,Cervera
38.984829,-3.9273779,CiudadReal
37.888176,-4.7793832,Cordoba
43.362343,-8.41154,Coruña
41.383331,-4.3499999,Cuellar
40.07053,-2.136719,Cuenca
37.668377,-4.7184391,FernanNuñez
41.522022,0.34071699,Fraga
41.972206,2.819875,Gerona
37.177338,-3.598557,Granada
40.63121,-3.162205,Guadalajara
43.07563,-2.2236669,Guipuzcoa
37.261421,-6.9447222,Huelva
42.137341,-0.41062099,Huesca
37.767826,-3.7908449,Jaen
42.598724,-5.5670962,Leon
41.617592,0.62001503,Lleida
42.462719,-2.4449849,Logrono
37.67757,-1.691403,Lorca
43.009739,-7.5567579,Lugo
41.517818,-3.5104539,Maderuelo
40.416775,-3.7037899,Madrid
36.72126,-4.4212651,Malaga
39.695263,3.017571,Mallorca
42.263802,-3.4741001,Mansilla
36.466667,-5.916667,MedinaSidonia
38.914265,-6.3422289,Merida
37.992332,-1.130457,Murcia
42.335789,-7.8638811,Orense
43.361916,-5.8493891,Oviedo
42.01112,-4.532032,Palencia
42.811665,-1.648265,Pamplona
42.429886,-8.6446199,Pontevedra
42.356682,1.46147,RiberadeSort
42.729404,-5.7883248,Rioseco
40.970104,-5.6635399,Salamanca
42.55904,-4.1059699,SandovaldelaReina
43.462307,-3.8099799,Santander
40.943562,-4.1130018,Segovia
42.359104,1.459173,SeudUrgell
37.388096,-5.9823298,Sevilla
41.766666,-2.4666669,Soria
41.119019,1.245212,Tarragona
41.650379,1.13897,Tarrega
40.341839,-1.103675,Teruel
39.86245,-4.0232921,Toledo
43.133331,-2.083333,Tolosa
43.353058,-4.0458331,Torrelavega
42.064831,-1.6128269,Tudela
39.46991,-0.376288,Valencia
41.652252,-4.7245321,Valladolid
36.952099,14.537265,Vitoria
41.507324,-5.7453132,Zamora
41.648792,-0.88958102,Zaragoza
57.673058,11.866667,Alvsborg
56.245747,12.863881,Angelholm
57.70887,11.97456,Gothenburg
57.782616,14.161788,Jönköping
56.663918,16.364822,Kalmar
59.875488,15.00051,Kopparberg
58.150936,7.9961929,Kristiansand
55.60498,13.003822,Malmö
59.275265,15.213411,Örebro
55.557396,14.348965,Simrishamn
60.316666,15.366667,Skaraborg
59.32893,18.064911,Stockholm
59.858562,17.638927,Uppsala
47.330803,9.4087057,Appenzell
46.947922,7.4446092,Bern
46.198391,6.1422958,Geneva
46.519962,6.6335969,Lausanne
47.048882,8.3139038,Lucerne
49.732773,1.441891,Neufchatel
47.696899,8.6356897,Schaffhausen
47.416668,9.3666668,StGallen
47.658733,8.8591576,SteinamRhein
47.368649,8.5391827,Zürich
41.005268,28.976959,Istanbul
48.291683,25.935217,Chernivtsi
49.839684,24.029716,LvivLemberg
46.484585,30.732599,Odessa
