year,direction_ferme,value,kind,peace_reg_memory,peace_reg
1776,Nantes,29713395.145949706,imports,23340694.878397606,21068510.51014754
1777,Nantes,,imports,23626765.300696153,21209962.128082592
1778,Nantes,28386346.565855905,imports,23916341.88624041,21352363.436324812
1779,Nantes,10201460.893932555,imports,24209467.607598662,21495720.810988396
1780,Nantes,,imports,24506185.96402328,21640040.670996133
1781,Nantes,,imports,24806540.98790662,21785329.478366654
1782,Nantes,,imports,25110577.25131463,21931593.738504022
1783,Nantes,,imports,25418339.87260198,22078840.000488847
1784,Nantes,,imports,,
1785,Nantes,,imports,,
1786,Nantes,,imports,,
1787,Nantes,,imports,,
1788,Nantes,,imports,,
1789,Nantes,55708633.02290355,imports,,
1716,Nantes,,exports,,
1717,Nantes,,exports,,
1718,Nantes,,exports,,
1719,Nantes,,exports,,
1720,Nantes,,exports,,
1721,Nantes,,exports,,
1722,Nantes,,exports,,
1723,Nantes,,exports,,
1724,Nantes,,exports,,
1725,Nantes,,exports,,
1726,Nantes,,exports,,
1727,Nantes,,exports,,
1728,Nantes,17488379.004740044,exports,,
1729,Nantes,,exports,,
1730,Nantes,,exports,,
1731,Nantes,20666645.660893023,exports,,
1732,Nantes,17971219.30846824,exports,,
1733,Nantes,,exports,,
1734,Nantes,20475318.03582523,exports,,
1735,Nantes,22926111.094342187,exports,,
1736,Nantes,18400938.843506526,exports,,
1737,Nantes,12288033.292538129,exports,,
1738,Nantes,,exports,,
1739,Nantes,26523260.71471499,exports,,
1740,Nantes,24370318.37661544,exports,,
1741,Nantes,21331058.27762719,exports,,
1742,Nantes,21751907.29946517,exports,,
1743,Nantes,18381298.488705598,exports,,
1744,Nantes,15799939.70377313,exports,21520962.896011982,21520962.896011982
1745,Nantes,15907178.937885296,exports,21750392.417822797,21750392.417822797
1746,Nantes,21069881.59609087,exports,21982267.82951933,21982267.82951933
1747,Nantes,,exports,22216615.20611271,22216615.20611271
1748,Nantes,,exports,22453460.90059321,22453460.90059321
1749,Nantes,20546945.29852064,exports,,
1750,Nantes,16387303.251960404,exports,,
1751,Nantes,15755534.798751967,exports,,
1752,Nantes,19488858.359375678,exports,,
1753,Nantes,21939713.34752571,exports,,
1754,Nantes,23458883.695358895,exports,,
1755,Nantes,15021304.714032458,exports,,
1756,Nantes,9667174.299278872,exports,19135289.579441447,18992025.09314296
1757,Nantes,4984994.270048742,exports,19113824.748609684,19066009.25927136
1758,Nantes,3497433.0040774294,exports,19092383.995749712,19140281.633571852
1759,Nantes,3223640.0076995343,exports,19070967.293852355,19214843.33877062
1760,Nantes,4367773.2489560405,exports,19049574.615938537,19289695.501967203
1761,Nantes,9650757.2887963,exports,19028205.93505965,19364839.254651994
1762,Nantes,4381465.696180751,exports,19006861.224297248,19440275.73272309
1763,Nantes,14152318.004570594,exports,18985540.456763145,19516006.076503597
1764,Nantes,23283306.50042006,exports,,
1765,Nantes,23525006.07995337,exports,,
1766,Nantes,83059919.7287143,exports,,
1767,Nantes,19387334.494803213,exports,,
1768,Nantes,20807669.969185553,exports,,
1769,Nantes,26550354.017252386,exports,,
1770,Nantes,17676386.798432395,exports,,
1771,Nantes,22309768.634261154,exports,,
1772,Nantes,30048185.31299491,exports,,
1773,Nantes,,exports,,
1774,Nantes,22308568.094701517,exports,,
1775,Nantes,,exports,,
1776,Nantes,22898403.558383793,exports,25727436.204865795,20615943.852549292
1777,Nantes,,exports,25919184.02667626,20004291.201405767
1778,Nantes,42094759.81241295,exports,26112360.954242785,19410785.619750008
1779,Nantes,11855206.262951616,exports,26306977.63875953,18834888.703750666
1780,Nantes,,exports,26503044.810804337,18276078.023432463
1781,Nantes,,exports,26700573.280930646,17733846.648750287
1782,Nantes,,exports,26899573.94026338,17207702.689722087
1783,Nantes,,exports,27100057.761099733,16697168.850207435
1784,Nantes,,exports,,
1785,Nantes,,exports,,
1786,Nantes,,exports,,
1787,Nantes,,exports,,
1788,Nantes,,exports,,
1789,Nantes,43446843.15019201,exports,,
1716,Nantes,,total_no_colonial_product,,
1717,Nantes,,total_no_colonial_product,,
1718,Nantes,,total_no_colonial_product,,
1719,Nantes,,total_no_colonial_product,,
1720,Nantes,,total_no_colonial_product,,
1721,Nantes,,total_no_colonial_product,,
1722,Nantes,,total_no_colonial_product,,
1723,Nantes,,total_no_colonial_product,,
1724,Nantes,,total_no_colonial_product,,
1725,Nantes,,total_no_colonial_product,,
1726,Nantes,,total_no_colonial_product,,
1727,Nantes,,total_no_colonial_product,,
1728,Nantes,,total_no_colonial_product,,
1729,Nantes,,total_no_colonial_product,,
1730,Nantes,,total_no_colonial_product,,
1731,Nantes,21213188.12517713,total_no_colonial_product,,
1732,Nantes,14881612.515755286,total_no_colonial_product,,
1733,Nantes,,total_no_colonial_product,,
1734,Nantes,20068599.10876682,total_no_colonial_product,,
1735,Nantes,20868264.335170217,total_no_colonial_product,,
1736,Nantes,21081146.48353105,total_no_colonial_product,,
1737,Nantes,15143754.365625348,total_no_colonial_product,,
1738,Nantes,,total_no_colonial_product,,
1739,Nantes,37653290.77212323,total_no_colonial_product,,
1740,Nantes,22862459.878206708,total_no_colonial_product,,
1741,Nantes,41832532.556854516,total_no_colonial_product,,
1742,Nantes,38714571.65784699,total_no_colonial_product,,
1743,Nantes,24729044.711199727,total_no_colonial_product,,
1744,Nantes,17217072.771855608,total_no_colonial_product,35475202.89282067,35475202.89282067
1745,Nantes,10849648.965097541,total_no_colonial_product,37619667.52469734,37619667.52469734
1746,Nantes,20173608.97870717,total_no_colonial_product,39893764.355473176,39893764.355473176
1747,Nantes,,total_no_colonial_product,42305329.60997516,42305329.60997516
1748,Nantes,,total_no_colonial_product,44862673.210309,44862673.210309
1749,Nantes,33804773.50883924,total_no_colonial_product,,
1750,Nantes,16502110.326686596,total_no_colonial_product,,
1751,Nantes,,total_no_colonial_product,,
1752,Nantes,,total_no_colonial_product,,
1753,Nantes,,total_no_colonial_product,,
1754,Nantes,,total_no_colonial_product,,
1755,Nantes,14876759.088964075,total_no_colonial_product,,
1756,Nantes,9998220.870939206,total_no_colonial_product,24255398.679925334,12734057.67656885
1757,Nantes,,total_no_colonial_product,24333048.52223278,11529620.102061639
1758,Nantes,5707331.839890473,total_no_colonial_product,24410946.948292144,10439103.000331467
1759,Nantes,5643029.476544005,total_no_colonial_product,24489094.75390538,9451731.322183235
1760,Nantes,6433357.474504799,total_no_colonial_product,24567492.737421703,8557749.16522071
1761,Nantes,11460645.018835468,total_no_colonial_product,24646141.6997464,7748323.378908675
1762,Nantes,5173412.64467358,total_no_colonial_product,24725042.44434872,7015456.287049794
1763,Nantes,19515145.026653104,total_no_colonial_product,24804195.777269915,6351906.665315053
1764,Nantes,21095358.110057916,total_no_colonial_product,,
1765,Nantes,23363762.806199078,total_no_colonial_product,,
1766,Nantes,83084941.07071419,total_no_colonial_product,,
1767,Nantes,17197466.436339036,total_no_colonial_product,,
1768,Nantes,,total_no_colonial_product,,
1769,Nantes,29386168.490916498,total_no_colonial_product,,
1770,Nantes,25811000.358326323,total_no_colonial_product,,
1771,Nantes,20780052.006272167,total_no_colonial_product,,
1772,Nantes,26277473.019711316,total_no_colonial_product,,
1773,Nantes,,total_no_colonial_product,,
1774,Nantes,17957623.083509676,total_no_colonial_product,,
1775,Nantes,,total_no_colonial_product,,
1776,Nantes,23620859.807183765,total_no_colonial_product,26125125.435387112,19635939.116551425
1777,Nantes,,total_no_colonial_product,26209357.724857643,18908740.956105825
1778,Nantes,42578390.168815106,total_no_colonial_product,26293861.59497989,18208473.88163562
1779,Nantes,15897082.733057199,total_no_colonial_product,26378637.921380565,17534140.526217647
1780,Nantes,,total_no_colonial_product,26463687.582509555,16884780.459455322
1781,Nantes,,total_no_colonial_product,26549011.459649235,16259468.819570785
1782,Nantes,,total_no_colonial_product,26634610.43692339,15657314.996153807
1783,Nantes,,total_no_colonial_product,26720485.401306193,15077461.361696215
1784,Nantes,,total_no_colonial_product,,
1785,Nantes,,total_no_colonial_product,,
1786,Nantes,,total_no_colonial_product,,
1787,Nantes,,total_no_colonial_product,,
1788,Nantes,,total_no_colonial_product,,
1789,Nantes,36653963.92305924,total_no_colonial_product,,
1716,Nantes,,total_no_colonial_trade,,
1717,Nantes,,total_no_colonial_trade,,
1718,Nantes,,total_no_colonial_trade,,
1719,Nantes,,total_no_colonial_trade,,
1720,Nantes,,total_no_colonial_trade,,
1721,Nantes,,total_no_colonial_trade,,
1722,Nantes,,total_no_colonial_trade,,
1723,Nantes,,total_no_colonial_trade,,
1724,Nantes,,total_no_colonial_trade,,
1725,Nantes,,total_no_colonial_trade,,
1726,Nantes,,total_no_colonial_trade,,
1727,Nantes,,total_no_colonial_trade,,
1728,Nantes,,total_no_colonial_trade,,
1729,Nantes,,total_no_colonial_trade,,
1730,Nantes,,total_no_colonial_trade,,
1731,Nantes,7963421.7606177665,total_no_colonial_trade,,
1732,Nantes,4197641.41266026,total_no_colonial_trade,,
1733,Nantes,,total_no_colonial_trade,,
1734,Nantes,5789465.74832491,total_no_colonial_trade,,
1735,Nantes,4893021.617122181,total_no_colonial_trade,,
1736,Nantes,9310501.63660553,total_no_colonial_trade,,
1737,Nantes,10323339.195175968,total_no_colonial_trade,,
1738,Nantes,,total_no_colonial_trade,,
1739,Nantes,30806116.40468451,total_no_colonial_trade,,
1740,Nantes,5650909.661024557,total_no_colonial_trade,,
1741,Nantes,46874659.36724149,total_no_colonial_trade,,
1742,Nantes,46371799.01820723,total_no_colonial_trade,,
1743,Nantes,18598105.724679545,total_no_colonial_trade,,
1744,Nantes,11558556.855900852,total_no_colonial_trade,34996890.79609811,34996890.79609811
1745,Nantes,4835974.115174205,total_no_colonial_trade,41114939.162964545,41114939.162964545
1746,Nantes,5517820.611745157,total_no_colonial_trade,48302525.85074359,48302525.85074359
1747,Nantes,,total_no_colonial_trade,56746624.24561053,56746624.24561053
1748,Nantes,,total_no_colonial_trade,66666893.84366718,66666893.84366718
1749,Nantes,38162654.44913618,total_no_colonial_trade,,
1750,Nantes,9494923.185850594,total_no_colonial_trade,,
1751,Nantes,,total_no_colonial_trade,,
1752,Nantes,,total_no_colonial_trade,,
1753,Nantes,,total_no_colonial_trade,,
1754,Nantes,,total_no_colonial_trade,,
1755,Nantes,6284780.831677182,total_no_colonial_trade,,
1756,Nantes,5226042.288896973,total_no_colonial_trade,22246738.503382552,4492157.743283168
1757,Nantes,,total_no_colonial_trade,23124610.950383082,3568215.35096687
1758,Nantes,4734808.073083548,total_no_colonial_trade,24037124.8812616,2834308.481244497
1759,Nantes,5081892.675573802,total_no_colonial_trade,24985647.274113473,2251350.822947998
1760,Nantes,4243199.748488137,total_no_colonial_trade,25971599.048980743,1788295.297258121
1761,Nantes,4079634.2382257106,total_no_colonial_trade,26996457.196442615,1420480.5566499569
1762,Nantes,1863709.5964669008,total_no_colonial_trade,28061756.990198124,1128317.574236423
1763,Nantes,5011015.006621557,total_no_colonial_trade,29169094.286960695,896246.3740673491
1764,Nantes,6621347.041361558,total_no_colonial_trade,,
1765,Nantes,6207370.260550843,total_no_colonial_trade,,
1766,Nantes,9033962.493100537,total_no_colonial_trade,,
1767,Nantes,5215632.42922733,total_no_colonial_trade,,
1768,Nantes,,total_no_colonial_trade,,
1769,Nantes,18781909.682765197,total_no_colonial_trade,,
1770,Nantes,27769979.1473788,total_no_colonial_trade,,
1771,Nantes,11113484.961163802,total_no_colonial_trade,,
1772,Nantes,10624760.982380114,total_no_colonial_trade,,
1773,Nantes,,total_no_colonial_trade,,
1774,Nantes,9076830.996900218,total_no_colonial_trade,,
1775,Nantes,,total_no_colonial_trade,,
1776,Nantes,15606340.777539318,total_no_colonial_trade,11455232.249860357,16980435.322099775
1777,Nantes,,total_no_colonial_trade,11462629.474773524,18229862.06122427
1778,Nantes,14593367.671155874,total_no_colonial_trade,11470031.476450328,19571222.083967958
1779,Nantes,8994715.249724098,total_no_colonial_trade,11477438.257975288,21011279.875491913
1780,Nantes,,total_no_colonial_trade,11484849.822435034,22557297.654288273
1781,Nantes,,total_no_colonial_trade,11492266.172918193,24217071.995584644
1782,Nantes,,total_no_colonial_trade,11499687.31251526,25998973.149508934
1783,Nantes,,total_no_colonial_trade,11507113.244318852,27911987.25230439
1784,Nantes,,total_no_colonial_trade,,
1785,Nantes,,total_no_colonial_trade,,
1786,Nantes,,total_no_colonial_trade,,
1787,Nantes,,total_no_colonial_trade,,
1788,Nantes,,total_no_colonial_trade,,
1789,Nantes,22074354.145734515,total_no_colonial_trade,,
1716,Nantes,,imports_no_colonial_product,,
1717,Nantes,,imports_no_colonial_product,,
1718,Nantes,,imports_no_colonial_product,,
1719,Nantes,,imports_no_colonial_product,,
1720,Nantes,,imports_no_colonial_product,,
1721,Nantes,,imports_no_colonial_product,,
1722,Nantes,,imports_no_colonial_product,,
1723,Nantes,,imports_no_colonial_product,,
1724,Nantes,,imports_no_colonial_product,,
1725,Nantes,,imports_no_colonial_product,,
1726,Nantes,,imports_no_colonial_product,,
1727,Nantes,,imports_no_colonial_product,,
1728,Nantes,,imports_no_colonial_product,,
1729,Nantes,,imports_no_colonial_product,,
1730,Nantes,5460297.792042169,imports_no_colonial_product,,
1731,Nantes,6558956.875753099,imports_no_colonial_product,,
1732,Nantes,3238716.2381801098,imports_no_colonial_product,,
1733,Nantes,,imports_no_colonial_product,,
1734,Nantes,4819028.88441448,imports_no_colonial_product,,
1735,Nantes,4838907.686997766,imports_no_colonial_product,,
1736,Nantes,6922555.216476934,imports_no_colonial_product,,
1737,Nantes,7390478.721963391,imports_no_colonial_product,,
1738,Nantes,6566681.867753379,imports_no_colonial_product,,
1739,Nantes,17932559.397140604,imports_no_colonial_product,,
1740,Nantes,6368852.277259383,imports_no_colonial_product,,
1741,Nantes,26872116.049812768,imports_no_colonial_product,,
1742,Nantes,25612612.794653185,imports_no_colonial_product,,
1743,Nantes,12284609.430581493,imports_no_colonial_product,,
1744,Nantes,7875552.63778672,imports_no_colonial_product,19365858.417102512,19365858.417102512
1745,Nantes,3581259.4177213027,imports_no_colonial_product,21775868.762626495,21775868.762626495
1746,Nantes,4332129.955432768,imports_no_colonial_product,24485796.09300271,24485796.09300271
1747,Nantes,,imports_no_colonial_product,27532963.981537815,27532963.981537815
1748,Nantes,,imports_no_colonial_product,30959340.783913158,30959340.783913158
1749,Nantes,22541751.22611316,imports_no_colonial_product,,
1750,Nantes,7673076.002616197,imports_no_colonial_product,,
1751,Nantes,,imports_no_colonial_product,,
1752,Nantes,,imports_no_colonial_product,,
1753,Nantes,,imports_no_colonial_product,,
1754,Nantes,,imports_no_colonial_product,,
1755,Nantes,5296486.928409721,imports_no_colonial_product,,
1756,Nantes,3549154.285261427,imports_no_colonial_product,15403690.657206848,4049850.3252484985
1757,Nantes,,imports_no_colonial_product,15964048.097672665,3357661.9016005564
1758,Nantes,2551087.235807074,imports_no_colonial_product,16544790.293199783,2783780.2733532134
1759,Nantes,2573879.8584496207,imports_no_colonial_product,17146658.803030156,2307984.7934112814
1760,Nantes,2172818.8743801382,imports_no_colonial_product,17770422.162943598,1913510.86779608
1761,Nantes,2039817.1191128553,imports_no_colonial_product,18416876.86661341,1586459.2572821279
1762,Nantes,931854.7982334504,imports_no_colonial_product,19086848.38266182,1315306.339448622
1763,Nantes,8042691.182263212,imports_no_colonial_product,19781192.20871518,1090498.0752910515
1764,Nantes,7202041.48135166,imports_no_colonial_product,,
1765,Nantes,6479597.705893092,imports_no_colonial_product,,
1766,Nantes,8006979.924876008,imports_no_colonial_product,,
1767,Nantes,5241694.204087175,imports_no_colonial_product,,
1768,Nantes,,imports_no_colonial_product,,
1769,Nantes,11900824.27066165,imports_no_colonial_product,,
1770,Nantes,16681840.624508172,imports_no_colonial_product,,
1771,Nantes,8921777.875814755,imports_no_colonial_product,,
1772,Nantes,9126672.648473248,imports_no_colonial_product,,
1773,Nantes,,imports_no_colonial_product,,
1774,Nantes,8220381.153757415,imports_no_colonial_product,,
1775,Nantes,5523338.952474541,imports_no_colonial_product,,
1776,Nantes,11110055.769272508,imports_no_colonial_product,9172237.219240779,8855848.233273167
1777,Nantes,,imports_no_colonial_product,9203485.20322336,8952140.03673124
1778,Nantes,11089341.658675758,imports_no_colonial_product,9234839.642858978,9049478.8445156
1779,Nantes,5834082.586980555,imports_no_colonial_product,9266300.900820823,9147876.040960325
1780,Nantes,,imports_no_colonial_product,9297869.341017643,9247343.134184109
1781,Nantes,,imports_no_colonial_product,9329545.328597944,9347891.757436326
1782,Nantes,,imports_no_colonial_product,9361329.229954232,9449533.67045742
1783,Nantes,,imports_no_colonial_product,9393221.412727226,9552280.760854373
1784,Nantes,,imports_no_colonial_product,,
1785,Nantes,,imports_no_colonial_product,,
1786,Nantes,,imports_no_colonial_product,,
1787,Nantes,,imports_no_colonial_product,,
1788,Nantes,,imports_no_colonial_product,,
1789,Nantes,16568169.07286724,imports_no_colonial_product,,
1716,Nantes,,exports_no_colonial_product,,
1717,Nantes,,exports_no_colonial_product,,
1718,Nantes,,exports_no_colonial_product,,
1719,Nantes,,exports_no_colonial_product,,
1720,Nantes,,exports_no_colonial_product,,
1721,Nantes,,exports_no_colonial_product,,
1722,Nantes,,exports_no_colonial_product,,
1723,Nantes,,exports_no_colonial_product,,
1724,Nantes,,exports_no_colonial_product,,
1725,Nantes,,exports_no_colonial_product,,
1726,Nantes,,exports_no_colonial_product,,
1727,Nantes,,exports_no_colonial_product,,
1728,Nantes,13647787.162308844,exports_no_colonial_product,,
1729,Nantes,,exports_no_colonial_product,,
1730,Nantes,,exports_no_colonial_product,,
1731,Nantes,14654231.24942403,exports_no_colonial_product,,
1732,Nantes,11642896.277575176,exports_no_colonial_product,,
1733,Nantes,,exports_no_colonial_product,,
1734,Nantes,15249570.224352341,exports_no_colonial_product,,
1735,Nantes,16029356.648172451,exports_no_colonial_product,,
1736,Nantes,14158591.267054118,exports_no_colonial_product,,
1737,Nantes,7753275.643661958,exports_no_colonial_product,,
1738,Nantes,,exports_no_colonial_product,,
1739,Nantes,19720731.37498263,exports_no_colonial_product,,
1740,Nantes,16493607.600947326,exports_no_colonial_product,,
1741,Nantes,14960416.507041749,exports_no_colonial_product,,
1742,Nantes,13101958.863193799,exports_no_colonial_product,,
1743,Nantes,12444435.280618234,exports_no_colonial_product,,
1744,Nantes,9341520.13406889,exports_no_colonial_product,14136081.051982705,14136081.051982705
1745,Nantes,7268389.547376239,exports_no_colonial_product,14175444.470111407,14175444.470111407
1746,Nantes,15841479.0232744,exports_no_colonial_product,14214917.499856023,14214917.499856023
1747,Nantes,,exports_no_colonial_product,14254500.44644173,14254500.44644173
1748,Nantes,,exports_no_colonial_product,14294193.615943639,14294193.615943639
1749,Nantes,11263022.282726085,exports_no_colonial_product,,
1750,Nantes,8829034.3240704,exports_no_colonial_product,,
1751,Nantes,8942077.851577858,exports_no_colonial_product,,
1752,Nantes,11292195.219725497,exports_no_colonial_product,,
1753,Nantes,13170095.837917892,exports_no_colonial_product,,
1754,Nantes,13366967.626790376,exports_no_colonial_product,,
1755,Nantes,9580272.160554353,exports_no_colonial_product,,
1756,Nantes,6449066.585677779,exports_no_colonial_product,10730459.924237646,11968756.547696503
1757,Nantes,4489054.24027548,exports_no_colonial_product,10604619.059743272,12285431.39758419
1758,Nantes,3156244.6040833993,exports_no_colonial_product,10480253.986900708,12610484.97588453
1759,Nantes,3069149.618094384,exports_no_colonial_product,10357347.398446541,12944138.970836725
1760,Nantes,4260538.600124661,exports_no_colonial_product,10235882.190087166,13286620.936208714
1761,Nantes,9420827.899722613,exports_no_colonial_product,10115841.458118757,13638164.446490765
1762,Nantes,4241557.84644013,exports_no_colonial_product,9997208.497074591,13999009.256193846
1763,Nantes,11472453.844389893,exports_no_colonial_product,9879966.797400497,14369401.46336373
1764,Nantes,13893316.628706258,exports_no_colonial_product,,
1765,Nantes,16884165.100305986,exports_no_colonial_product,,
1766,Nantes,75077961.14583819,exports_no_colonial_product,,
1767,Nantes,11955772.232251858,exports_no_colonial_product,,
1768,Nantes,12601053.588831801,exports_no_colonial_product,,
1769,Nantes,17485344.220254846,exports_no_colonial_product,,
1770,Nantes,9129159.733818153,exports_no_colonial_product,,
1771,Nantes,11858274.13045741,exports_no_colonial_product,,
1772,Nantes,17150800.371238068,exports_no_colonial_product,,
1773,Nantes,,exports_no_colonial_product,,
1774,Nantes,9737241.929752262,exports_no_colonial_product,,
1775,Nantes,,exports_no_colonial_product,,
1776,Nantes,12510804.037911259,exports_no_colonial_product,14360112.837517558,8983747.335718142
1777,Nantes,,exports_no_colonial_product,14392934.184833024,8340133.7457493255
1778,Nantes,31489048.51013935,exports_no_colonial_product,14425830.54833064,7742629.917966674
1779,Nantes,10063000.146076644,exports_no_colonial_product,14458802.099466631,7187932.456976232
1780,Nantes,,exports_no_colonial_product,14491849.01008925,6672974.629222526
1781,Nantes,,exports_no_colonial_product,14524971.452439528,6194909.4080637405
1782,Nantes,,exports_no_colonial_product,14558169.599152012,5751093.733528546
1783,Nantes,,exports_no_colonial_product,14591443.623255977,5339073.899737333
1784,Nantes,,exports_no_colonial_product,,
1785,Nantes,,exports_no_colonial_product,,
1786,Nantes,,exports_no_colonial_product,,
1787,Nantes,,exports_no_colonial_product,,
1788,Nantes,,exports_no_colonial_product,,
1789,Nantes,20085794.850192,exports_no_colonial_product,,
1716,Nantes,,imports_no_colonial_trade,,
1717,Nantes,,imports_no_colonial_trade,,
1718,Nantes,,imports_no_colonial_trade,,
1719,Nantes,,imports_no_colonial_trade,,
1720,Nantes,,imports_no_colonial_trade,,
1721,Nantes,,imports_no_colonial_trade,,
1722,Nantes,,imports_no_colonial_trade,,
1723,Nantes,,imports_no_colonial_trade,,
1724,Nantes,,imports_no_colonial_trade,,
1725,Nantes,,imports_no_colonial_trade,,
1726,Nantes,,imports_no_colonial_trade,,
1727,Nantes,,imports_no_colonial_trade,,
1728,Nantes,,imports_no_colonial_trade,,
1729,Nantes,,imports_no_colonial_trade,,
1730,Nantes,3296542.7008849825,imports_no_colonial_trade,,
1731,Nantes,3981710.8803088833,imports_no_colonial_trade,,
1732,Nantes,2098820.70633013,imports_no_colonial_trade,,
1733,Nantes,,imports_no_colonial_trade,,
1734,Nantes,2894732.874162455,imports_no_colonial_trade,,
1735,Nantes,2446510.8085610904,imports_no_colonial_trade,,
1736,Nantes,4655250.818302765,imports_no_colonial_trade,,
1737,Nantes,5161669.597587984,imports_no_colonial_trade,,
1738,Nantes,3722363.9174241805,imports_no_colonial_trade,,
1739,Nantes,15403058.202342255,imports_no_colonial_trade,,
1740,Nantes,2825454.8305122787,imports_no_colonial_trade,,
1741,Nantes,23437329.683620743,imports_no_colonial_trade,,
1742,Nantes,23185899.509103615,imports_no_colonial_trade,,
1743,Nantes,9299052.862339772,imports_no_colonial_trade,,
1744,Nantes,5779278.427950426,imports_no_colonial_trade,14946400.376432583,14946400.376432583
1745,Nantes,2417987.0575871025,imports_no_colonial_trade,17179647.69237958,17179647.69237958
1746,Nantes,2758910.3058725786,imports_no_colonial_trade,19746580.27357882,19746580.27357882
1747,Nantes,,imports_no_colonial_trade,22697056.393877808,22697056.393877808
1748,Nantes,,imports_no_colonial_trade,26088384.004199963,26088384.004199963
1749,Nantes,19081327.22456809,imports_no_colonial_trade,,
1750,Nantes,4747461.592925297,imports_no_colonial_trade,,
1751,Nantes,,imports_no_colonial_trade,,
1752,Nantes,,imports_no_colonial_trade,,
1753,Nantes,,imports_no_colonial_trade,,
1754,Nantes,,imports_no_colonial_trade,,
1755,Nantes,3142390.415838591,imports_no_colonial_trade,,
1756,Nantes,2613021.1444484866,imports_no_colonial_trade,11335138.024405392,2246078.87164158
1757,Nantes,,imports_no_colonial_trade,11823102.058084818,1784107.6754834317
1758,Nantes,2367404.036541774,imports_no_colonial_trade,12332072.355441848,1417154.2406222457
1759,Nantes,2540946.337786901,imports_no_colonial_trade,12862953.210816482,1125675.411473997
1760,Nantes,2121599.8742440683,imports_no_colonial_trade,13416687.847330445,894147.6486290587
1761,Nantes,2039817.1191128553,imports_no_colonial_trade,13994260.09272375,710240.2783249771
1762,Nantes,931854.7982334504,imports_no_colonial_trade,14596696.12733572,564158.7871182105
1763,Nantes,2505507.5033107786,imports_no_colonial_trade,15225066.30733282,448123.18703367375
1764,Nantes,3310673.520680779,imports_no_colonial_trade,,
1765,Nantes,3103685.1302754213,imports_no_colonial_trade,,
1766,Nantes,4516981.2465502685,imports_no_colonial_trade,,
1767,Nantes,2607816.214613665,imports_no_colonial_trade,,
1768,Nantes,,imports_no_colonial_trade,,
1769,Nantes,9390954.841382599,imports_no_colonial_trade,,
1770,Nantes,13884989.5736894,imports_no_colonial_trade,,
1771,Nantes,5556742.480581901,imports_no_colonial_trade,,
1772,Nantes,5312380.491190057,imports_no_colonial_trade,,
1773,Nantes,,imports_no_colonial_trade,,
1774,Nantes,4538415.498450109,imports_no_colonial_trade,,
1775,Nantes,5488098.802153831,imports_no_colonial_trade,,
1776,Nantes,7803170.388769659,imports_no_colonial_trade,5859011.317511166,7340931.097866799
1777,Nantes,,imports_no_colonial_trade,5876869.114615866,7753999.945308745
1778,Nantes,7296683.835577937,imports_no_colonial_trade,5894781.340855464,8190311.876012514
1779,Nantes,4497357.624862049,imports_no_colonial_trade,5912748.162125614,8651174.761348244
1780,Nantes,,imports_no_colonial_trade,5930769.744827594,9137970.065656086
1781,Nantes,,imports_no_colonial_trade,5948846.255869872,9652156.98726831
1782,Nantes,,imports_no_colonial_trade,5966977.862669619,10195276.83254492
1783,Nantes,,imports_no_colonial_trade,5985164.733154278,10768957.636032308
1784,Nantes,,imports_no_colonial_trade,,
1785,Nantes,,imports_no_colonial_trade,,
1786,Nantes,,imports_no_colonial_trade,,
1787,Nantes,,imports_no_colonial_trade,,
1788,Nantes,,imports_no_colonial_trade,,
1789,Nantes,11037177.072867258,imports_no_colonial_trade,,
1716,Nantes,,exports_no_colonial_trade,,
1717,Nantes,,exports_no_colonial_trade,,
1718,Nantes,,exports_no_colonial_trade,,
1719,Nantes,,exports_no_colonial_trade,,
1720,Nantes,,exports_no_colonial_trade,,
1721,Nantes,,exports_no_colonial_trade,,
1722,Nantes,,exports_no_colonial_trade,,
1723,Nantes,,exports_no_colonial_trade,,
1724,Nantes,,exports_no_colonial_trade,,
1725,Nantes,,exports_no_colonial_trade,,
1726,Nantes,,exports_no_colonial_trade,,
1727,Nantes,,exports_no_colonial_trade,,
1728,Nantes,,exports_no_colonial_trade,,
1729,Nantes,,exports_no_colonial_trade,,
1730,Nantes,,exports_no_colonial_trade,,
1731,Nantes,3981710.8803088833,exports_no_colonial_trade,,
1732,Nantes,2098820.70633013,exports_no_colonial_trade,,
1733,Nantes,,exports_no_colonial_trade,,
1734,Nantes,2894732.874162455,exports_no_colonial_trade,,
1735,Nantes,2446510.8085610904,exports_no_colonial_trade,,
1736,Nantes,4655250.818302765,exports_no_colonial_trade,,
1737,Nantes,5161669.597587984,exports_no_colonial_trade,,
1738,Nantes,,exports_no_colonial_trade,,
1739,Nantes,15403058.202342255,exports_no_colonial_trade,,
1740,Nantes,2825454.8305122787,exports_no_colonial_trade,,
1741,Nantes,23437329.683620743,exports_no_colonial_trade,,
1742,Nantes,23185899.509103615,exports_no_colonial_trade,,
1743,Nantes,9299052.862339772,exports_no_colonial_trade,,
1744,Nantes,5779278.427950426,exports_no_colonial_trade,17498445.398050018,17498445.398050018
1745,Nantes,2417987.0575871025,exports_no_colonial_trade,20557469.5814834,20557469.5814834
1746,Nantes,2758910.3058725786,exports_no_colonial_trade,24151262.925373126,24151262.925373126
1747,Nantes,,exports_no_colonial_trade,28373312.122806825,28373312.122806825
1748,Nantes,,exports_no_colonial_trade,33333446.921833526,33333446.921833526
1749,Nantes,19081327.22456809,exports_no_colonial_trade,,
