direction_ferme,kind,score,intercept,slope,avg_loss_mem,avg_loss_no_mem
Marseille,total,0.2060926632170712,-1.2822217151185207,0.011316562723588861,-0.3950174530177974,-0.3056475525565978
Marseille,imports,0.40801776710099613,-13.684119905732267,0.017996200508429018,-0.40039832777347417,-0.2979770515767115
Marseille,exports,0.011379455937778449,12.97296692552381,0.0027679864767673665,-0.41577517696543737,-0.3355440607696624
Marseille,total_no_colonial_product,0.164993178474922,2.739160608046749,0.008940576959143923,-0.3819843697729275,-0.26990712574545794
Marseille,total_no_colonial_trade,0.3862200135881918,-7.4088618727809,0.014716694038559392,-0.35878154160876674,-0.2096778044679995
Marseille,imports_no_colonial_product,0.39470807784095374,-10.306011638444087,0.015990754282152,-0.38037201298614826,-0.24761968942321544
Marseille,exports_no_colonial_product,0.0008605099496091784,16.464081693766037,0.0006917533424942965,-0.4001734249130043,-0.29921708678229303
Marseille,imports_no_colonial_trade,0.40016081455216124,-9.291034442049835,0.015389905571926767,-0.35352705556403213,-0.19210325103902284
Marseille,exports_no_colonial_trade,0.38622001358818947,-8.102009053340794,0.014716694038559363,-0.3587815416087669,-0.20967780446799472
Rouen,total,0.5266801303757671,-26.97105384105494,0.025415572170808733,0.2999863804189837,0.2532399938773978
Rouen,imports,0.5184094784812643,-41.28827997171519,0.033223924126338907,0.5391696492058689,0.47846402446723985
Rouen,exports,0.2909344032849295,-5.285669881010975,0.01261753642251261,0.06606324701940632,0.03604106858900169
Rouen,total_no_colonial_product,0.26608145655345317,-17.604387017161866,0.01990329178356611,0.9753593547503446,0.932951110720782
Rouen,total_no_colonial_trade,0.27455547362163435,-37.51364707657436,0.03115258382831089,1.5721110467102948,1.4526457723453283
Rouen,imports_no_colonial_product,0.34986233795320343,-36.445988501061215,0.030292500087815432,1.2675617069074587,1.1967151628836945
Rouen,exports_no_colonial_product,0.0018464096702190957,14.643976396541657,0.0010872272304409674,0.7115769192509908,0.7084308368128381
Rouen,imports_no_colonial_trade,0.27455547362163213,-38.20679425713424,0.031152583828310855,1.5721110467102999,1.4526457723453277
Rouen,exports_no_colonial_trade,0.27455547362163213,-38.20679425713424,0.031152583828310855,1.5721110467102999,1.4526457723453277
Bordeaux,total,0.4929740852089206,-47.15493822422735,0.03706425742607605,-0.49230893471970616,-0.5719760025598881
Bordeaux,imports,0.3910772373260577,-56.053475042119985,0.04156028557218173,-0.38540975141210604,-0.5379001884412327
Bordeaux,exports,0.46981761147520973,-38.193404683591424,0.031690404956635755,-0.5693294848548524,-0.6055755424326799
Bordeaux,total_no_colonial_product,0.3931534890308882,-21.90613043887472,0.022372683869783864,-0.5322187914977105,-0.5548850125241455
Bordeaux,total_no_colonial_trade,0.3424529741929915,-35.773583739161325,0.029746757187513295,-0.46170329747516414,-0.38495926633787114
Bordeaux,imports_no_colonial_product,0.35585683243436794,-35.16905541368652,0.02924332839709284,-0.4773586271824377,-0.40408198356038877
Bordeaux,exports_no_colonial_product,0.28971275149200104,-16.1676037792507,0.018891845375790767,-0.5347785837332022,-0.5507030810284572
Bordeaux,imports_no_colonial_trade,0.3614230961015087,-37.673275824918235,0.030447926340040864,-0.470193856453855,-0.41812715664832384
Bordeaux,exports_no_colonial_trade,0.34245297419299026,-36.46673091972127,0.029746757187513302,-0.4617032974751567,-0.38495926633785793
Nantes,total,0.0392069779611075,-3.507609359040604,0.011800269825145511,-0.4189651214505963,-0.3864137870821101
Nantes,imports,0.02432579021961112,-2.4977074024495955,0.01074918373534633,-0.4860226832666958,-0.4627723545932319
Nantes,exports,0.009451095540283339,5.917867838752979,0.006052540971212339,-0.24350838761621169,0.13681503845338996
Nantes,total_no_colonial_product,0.01223402256959838,7.004944732852826,0.005539447926455927,-0.2312823955499144,0.06860099419244228
Nantes,total_no_colonial_trade,0.0010832207880389078,19.5584353717217,-0.001988956405776424,-0.3022215253010511,0.5386877171379036
Nantes,imports_no_colonial_product,1.4629485988515434e-05,15.338965052507039,0.00022743545675383309,-0.34646706564465823,0.31461766737217417
Nantes,exports_no_colonial_product,0.013275728348234872,5.377795772571565,0.006130467482000128,-0.06668850051893786,0.42047717594459966
Nantes,imports_no_colonial_trade,0.0006255749851367121,17.978004567433697,-0.0014817297810682428,-0.3154349551313071,0.5679871471235379
Nantes,exports_no_colonial_trade,0.0010832207880389078,18.865288191161795,-0.0019889564057764477,-0.3022215253010453,0.538687717137908
Bayonne,total,0.0019005010264749878,14.993255676406438,0.0009722379682168596,0.2264290096558058,0.4026004006681245
