year,data_type,value,kind,slope,reg_point,peace_reg_memory,peace_reg,direction_ferme,column_order,avg_loss_mem,avg_loss_no_mem
1730,trade,9985544.205230126,exports_no_colonial_product,Bordeaux +2.2%/an,12899965.416580347,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1731,trade,3198731.648465251,exports_no_colonial_product,Bordeaux +2.2%/an,13189691.43363357,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1732,trade,7910794.610078929,exports_no_colonial_product,Bordeaux +2.2%/an,13485924.535182511,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1733,trade,8251367.994876399,exports_no_colonial_product,Bordeaux +2.2%/an,13788810.866709944,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1734,trade,13214448.453195,exports_no_colonial_product,Bordeaux +2.2%/an,14098499.856044544,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1735,trade,8866063.706039172,exports_no_colonial_product,Bordeaux +2.2%/an,14415144.287080549,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1736,trade,11125306.9940343,exports_no_colonial_product,Bordeaux +2.2%/an,14738900.37515311,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1737,trade,11251758.4488618,exports_no_colonial_product,Bordeaux +2.2%/an,15069927.844106432,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1738,trade,15725868.815184478,exports_no_colonial_product,Bordeaux +2.2%/an,15408390.00509336,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1739,trade,13186955.951419424,exports_no_colonial_product,Bordeaux +2.2%/an,15754453.83714368,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1740,trade,13658717.750539627,exports_no_colonial_product,Bordeaux +2.2%/an,16108290.069543015,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1741,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,16470073.266061371,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1742,trade,24607838.334456794,exports_no_colonial_product,Bordeaux +2.2%/an,16839981.911073513,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1743,trade,27872246.384769306,exports_no_colonial_product,Bordeaux +2.2%/an,17218198.497613557,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1744,trade,18018990.5556742,exports_no_colonial_product,Bordeaux +2.2%/an,17604909.617407225,13231679.12791025,13231679.12791025,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1745,trade,14634493.5229638,exports_no_colonial_product,Bordeaux +2.2%/an,18000306.052926157,13276920.383806469,13276920.383806469,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1746,trade,16887784.83682747,exports_no_colonial_product,Bordeaux +2.2%/an,18404582.871509608,13322316.326890554,13322316.326890554,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1747,trade,9756932.691840757,exports_no_colonial_product,Bordeaux +2.2%/an,18817939.52160069,13367867.486063126,13367867.486063126,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1748,trade,11652238.277243672,exports_no_colonial_product,Bordeaux +2.2%/an,19240579.93114274,13413574.39203306,13413574.39203306,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1749,trade,24462142.93271085,exports_no_colonial_product,Bordeaux +2.2%/an,19672712.608186916,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1750,trade,21682021.208949998,exports_no_colonial_product,Bordeaux +2.2%/an,20114550.743758727,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1751,trade,20247255.363431558,exports_no_colonial_product,Bordeaux +2.2%/an,20566312.317035027,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1752,trade,41101287.94753886,exports_no_colonial_product,Bordeaux +2.2%/an,21028220.202883203,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1753,trade,66765925.36391432,exports_no_colonial_product,Bordeaux +2.2%/an,21500502.281815667,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1754,trade,54707795.6811485,exports_no_colonial_product,Bordeaux +2.2%/an,21983391.552413844,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1755,trade,24942205.13989,exports_no_colonial_product,Bordeaux +2.2%/an,22477126.246276975,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1756,trade,18395503.56781245,exports_no_colonial_product,Bordeaux +2.2%/an,22981949.94555342,30257670.754985254,50979406.8820625,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1757,trade,23061314.435102563,exports_no_colonial_product,Bordeaux +2.2%/an,23498111.70311004,31251621.000753563,56952988.282906964,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1758,trade,26252347.20203956,exports_no_colonial_product,Bordeaux +2.2%/an,24025866.165402118,32278222.04436602,63626532.216367275,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1759,trade,23309689.743685678,exports_no_colonial_product,Bordeaux +2.2%/an,24565473.69810208,33338546.44916759,71082057.7450794,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1760,trade,22645241.08403962,exports_no_colonial_product,Bordeaux +2.2%/an,25117200.5145499,34433702.0117037,79411194.62699646,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1761,trade,19453483.720145334,exports_no_colonial_product,Bordeaux +2.2%/an,25681318.807088453,35564832.91911522,88716309.46169995,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1762,trade,23133255.88273967,exports_no_colonial_product,Bordeaux +2.2%/an,26258106.88134859,36733120.94455218,99111763.79442379,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1763,trade,19938938.379063264,exports_no_colonial_product,Bordeaux +2.2%/an,26847849.293550164,37939786.68185647,110725319.64015524,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1764,trade,33894679.10345651,exports_no_colonial_product,Bordeaux +2.2%/an,27450836.99088656,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1765,trade,37034324.589258656,exports_no_colonial_product,Bordeaux +2.2%/an,28067367.4550632,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1766,trade,34077098.09207017,exports_no_colonial_product,Bordeaux +2.2%/an,28697744.849057827,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1767,trade,34353574.660248905,exports_no_colonial_product,Bordeaux +2.2%/an,29342280.167178955,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1768,trade,27785593.49276412,exports_no_colonial_product,Bordeaux +2.2%/an,30001291.38849354,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1769,trade,30998955.206801634,exports_no_colonial_product,Bordeaux +2.2%/an,30675103.633700754,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1770,trade,45548856.9583353,exports_no_colonial_product,Bordeaux +2.2%/an,31364049.325529043,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1771,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,32068468.35273565,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1772,trade,36543902.89308158,exports_no_colonial_product,Bordeaux +2.2%/an,32788708.23778942,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1773,trade,29798291.487653375,exports_no_colonial_product,Bordeaux +2.2%/an,33525124.308319487,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1774,trade,24981273.65786644,exports_no_colonial_product,Bordeaux +2.2%/an,34278079.87241575,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1775,trade,25619045.32110784,exports_no_colonial_product,Bordeaux +2.2%/an,35047946.397864155,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1776,trade,29511753.204308536,exports_no_colonial_product,Bordeaux +2.2%/an,35835103.69540983,40304044.27955053,27776869.31525236,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1777,trade,37504939.87285009,exports_no_colonial_product,Bordeaux +2.2%/an,36639940.10613508,41278487.81219974,27150171.6412217,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1778,trade,26956861.87329883,exports_no_colonial_product,Bordeaux +2.2%/an,37462852.69304597,42276490.77208003,26537613.42870425,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1779,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,38304247.43696188,43298622.7628604,25938875.665231332,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1780,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,39164539.43680462,44345467.159696646,25353646.535847593,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1781,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,40044153.11438588,45417621.44218883,24781621.260721225,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1782,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,40943522.42379386,46515697.53538889,24222501.936418004,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1783,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,41863091.06548405,47640322.15905323,23675997.380758226,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1784,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,42803312.70517541,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1785,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,43764651.19766584,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1786,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,44747580.81567288,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1787,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,45752586.483814344,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1788,trade,,exports_no_colonial_product,Bordeaux +2.2%/an,46780164.01784409,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1789,trade,64630372.37679904,exports_no_colonial_product,Bordeaux +2.2%/an,47830820.36926083,,,Bordeaux,1,Perte memoire-19.8%,Perte -29.9%
1716,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,3272068.9246912133,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1717,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,3342804.971501161,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1718,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,3415070.2001325977,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1719,trade,4356462.638670277,imports_no_colonial_trade,Bordeaux +2.1%/an,3488897.668653492,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1720,trade,3401174.696062378,imports_no_colonial_trade,Bordeaux +2.1%/an,3564321.1497857785,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1721,trade,4216936.451319055,imports_no_colonial_trade,Bordeaux +2.1%/an,3641375.146354853,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1722,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,3720094.9070730223,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1723,trade,7002934.2957469,imports_no_colonial_trade,Bordeaux +2.1%/an,3800516.4426642987,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1724,trade,12567533.76610794,imports_no_colonial_trade,Bordeaux +2.1%/an,3882676.5423375187,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1725,trade,6789435.118513378,imports_no_colonial_trade,Bordeaux +2.1%/an,3966612.790615843,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1726,trade,3844486.244576587,imports_no_colonial_trade,Bordeaux +2.1%/an,4052363.5845299466,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1727,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,4139968.15118292,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1728,trade,4359571.482299539,imports_no_colonial_trade,Bordeaux +2.1%/an,4229466.565694896,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1729,trade,2899122.68985435,imports_no_colonial_trade,Bordeaux +2.1%/an,4320899.769535592,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1730,trade,6312097.827562836,imports_no_colonial_trade,Bordeaux +2.1%/an,4414309.58925319,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1731,trade,4081399.16166726,imports_no_colonial_trade,Bordeaux +2.1%/an,4509738.755608076,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1732,trade,4863429.663016314,imports_no_colonial_trade,Bordeaux +2.1%/an,4607230.923120236,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1733,trade,3427277.70614395,imports_no_colonial_trade,Bordeaux +2.1%/an,4706830.690039212,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1734,trade,3403375.5792718017,imports_no_colonial_trade,Bordeaux +2.1%/an,4808583.618745789,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1735,trade,4601804.209773234,imports_no_colonial_trade,Bordeaux +2.1%/an,4912536.256594714,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1736,trade,3597658.3008223004,imports_no_colonial_trade,Bordeaux +2.1%/an,5018736.157208006,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1737,trade,5291151.544197974,imports_no_colonial_trade,Bordeaux +2.1%/an,5127231.902228579,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1738,trade,4428796.973092839,imports_no_colonial_trade,Bordeaux +2.1%/an,5238073.123544149,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1739,trade,3902313.6467233906,imports_no_colonial_trade,Bordeaux +2.1%/an,5351310.525991566,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1740,trade,3407184.4951387495,imports_no_colonial_trade,Bordeaux +2.1%/an,5466995.910551986,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1741,trade,5567610.617730667,imports_no_colonial_trade,Bordeaux +2.1%/an,5585182.19804747,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1742,trade,6997186.020119411,imports_no_colonial_trade,Bordeaux +2.1%/an,5705923.453349864,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1743,trade,8019099.369690926,imports_no_colonial_trade,Bordeaux +2.1%/an,5829274.910113025,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1744,trade,5308578.943073899,imports_no_colonial_trade,Bordeaux +2.1%/an,5955292.99603972,4799586.207828626,4799586.207828626,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1745,trade,4313555.726474671,imports_no_colonial_trade,Bordeaux +2.1%/an,6084035.358694741,4801016.562354317,4801016.562354317,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1746,trade,5223472.012927704,imports_no_colonial_trade,Bordeaux +2.1%/an,6215560.89187605,4802447.343148845,4802447.343148845,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1747,trade,4308176.787519478,imports_no_colonial_trade,Bordeaux +2.1%/an,6349929.762556032,4803878.550339254,4803878.550339254,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1748,trade,7551486.945431388,imports_no_colonial_trade,Bordeaux +2.1%/an,6487203.438405152,4805310.184052623,4805310.184052623,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1749,trade,9133178.464691391,imports_no_colonial_trade,Bordeaux +2.1%/an,6627444.715910632,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1750,trade,6657946.292139999,imports_no_colonial_trade,Bordeaux +2.1%/an,6770717.7491029985,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1751,trade,13424575.72092378,imports_no_colonial_trade,Bordeaux +2.1%/an,6917088.0789036425,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1752,trade,13354018.715268672,imports_no_colonial_trade,Bordeaux +2.1%/an,7066622.663106825,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1753,trade,7556773.581722399,imports_no_colonial_trade,Bordeaux +2.1%/an,7219389.907009834,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1754,trade,7019825.9249848155,imports_no_colonial_trade,Bordeaux +2.1%/an,7375459.694705306,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1755,trade,6857881.781334651,imports_no_colonial_trade,Bordeaux +2.1%/an,7534903.421050034,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1756,trade,4559376.2821994545,imports_no_colonial_trade,Bordeaux +2.1%/an,7697794.02432488,7985541.628676392,7247791.0025728345,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1757,trade,4885237.291966479,imports_no_colonial_trade,Bordeaux +2.1%/an,7864206.019600732,8137818.194896179,6911980.787954241,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1758,trade,4173378.472204252,imports_no_colonial_trade,Bordeaux +2.1%/an,8034215.532825776,8292998.528161259,6591729.589896899,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1759,trade,6893900.522418795,imports_no_colonial_trade,Bordeaux +2.1%/an,8207900.335649666,8451138.000504594,6286316.516105832,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1760,trade,5804786.701058359,imports_no_colonial_trade,Bordeaux +2.1%/an,8385339.881000529,8612293.039850336,5995054.075220805,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1761,trade,7249889.324454418,imports_no_colonial_trade,Bordeaux +2.1%/an,8566615.339431085,8776521.15014883,5717286.629258949,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1762,trade,3029060.2665662467,imports_no_colonial_trade,Bordeaux +2.1%/an,8751809.636250487,8943880.931895033,5452388.9177595535,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1763,trade,5259740.785626251,imports_no_colonial_trade,Bordeaux +2.1%/an,8941007.489458907,9114432.103038808,5199764.650309387,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1764,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,9134295.448502172,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1765,trade,5365222.716809238,imports_no_colonial_trade,Bordeaux +2.1%/an,9331761.93386415,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1766,trade,8088441.63957269,imports_no_colonial_trade,Bordeaux +2.1%/an,9533497.277515383,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1767,trade,3384696.9021221935,imports_no_colonial_trade,Bordeaux +2.1%/an,9739593.76423547,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1768,trade,4246231.497585917,imports_no_colonial_trade,Bordeaux +2.1%/an,9950145.673829444,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1769,trade,8430749.185381964,imports_no_colonial_trade,Bordeaux +2.1%/an,10165249.324256433,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1770,trade,33458050.294227183,imports_no_colonial_trade,Bordeaux +2.1%/an,10385003.115690775,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1771,trade,31251537.82019224,imports_no_colonial_trade,Bordeaux +2.1%/an,10609507.575535636,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1772,trade,11497143.773235625,imports_no_colonial_trade,Bordeaux +2.1%/an,10838865.404409733,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1773,trade,25909975.584061094,imports_no_colonial_trade,Bordeaux +2.1%/an,11073181.523128228,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1774,trade,17636113.441839855,imports_no_colonial_trade,Bordeaux +2.1%/an,11312563.12069924,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1775,trade,12464330.869869864,imports_no_colonial_trade,Bordeaux +2.1%/an,11557119.703357955,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1776,trade,13719608.564654803,imports_no_colonial_trade,Bordeaux +2.1%/an,11806963.144660782,12958568.317462496,27999714.683516428,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1777,trade,18426006.805036895,imports_no_colonial_trade,Bordeaux +2.1%/an,12062207.736662421,13242665.427827215,32602414.631756365,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1778,trade,13064542.519670708,imports_no_colonial_trade,Bordeaux +2.1%/an,12322970.242199305,13532990.939828523,37961723.96166044,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1779,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,12589369.948303314,13829681.401799923,44202017.01065696,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1780,trade,12413681.046296002,imports_no_colonial_trade,Bordeaux +2.1%/an,12861528.720770177,14132876.355691666,51468113.244374044,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1781,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,13139571.05990756,14442718.402700972,59928638.104841545,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1782,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,13423624.157488307,14759353.270342028,69779936.32773086,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1783,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,13713817.95493493,15082929.880985487,81250628.54563804,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1784,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,14010285.202761905,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1785,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,14313161.521303028,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1786,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,14622585.462751564,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1787,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,14938698.57454161,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1788,trade,,imports_no_colonial_trade,Bordeaux +2.1%/an,15261645.464099625,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1789,trade,34254494.35924596,imports_no_colonial_trade,Bordeaux +2.1%/an,15591573.86499578,,,Bordeaux,1,Perte memoire-13.2%,Perte -17.2%
1716,trade,,exports_no_colonial_trade,Bordeaux +2.1%/an,3295078.937148929,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1717,trade,,exports_no_colonial_trade,Bordeaux +2.1%/an,3363352.7642377676,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1718,trade,,exports_no_colonial_trade,Bordeaux +2.1%/an,3433041.2207040098,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1719,trade,,exports_no_colonial_trade,Bordeaux +2.1%/an,3504173.6175788734,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1720,trade,3401174.696062378,exports_no_colonial_trade,Bordeaux +2.1%/an,3576779.873216213,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1721,trade,4216936.451319055,exports_no_colonial_trade,Bordeaux +2.1%/an,3650890.5258763568,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1722,trade,,exports_no_colonial_trade,Bordeaux +2.1%/an,3726536.74657043,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1723,trade,7002934.2957469,exports_no_colonial_trade,Bordeaux +2.1%/an,3803750.352170963,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1724,trade,12567533.76610794,exports_no_colonial_trade,Bordeaux +2.1%/an,3882563.81879399,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1725,trade,6789435.118513378,exports_no_colonial_trade,Bordeaux +2.1%/an,3963010.2954586977,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1726,trade,3844486.244576587,exports_no_colonial_trade,Bordeaux +2.1%/an,4045123.6180298524,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1727,trade,,exports_no_colonial_trade,Bordeaux +2.1%/an,4128938.323449112,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1728,trade,4359571.482299539,exports_no_colonial_trade,Bordeaux +2.1%/an,4214489.664261468,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1729,trade,2899122.68985435,exports_no_colonial_trade,Bordeaux +2.1%/an,4301813.623442412,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1730,trade,6312097.827562836,exports_no_colonial_trade,Bordeaux +2.1%/an,4390946.929532324,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1731,trade,4081399.16166726,exports_no_colonial_trade,Bordeaux +2.1%/an,4481927.072084704,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1732,trade,4863429.663016314,exports_no_colonial_trade,Bordeaux +2.1%/an,4574792.317434201,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1733,trade,3427277.70614395,exports_no_colonial_trade,Bordeaux +2.1%/an,4669581.724791528,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1734,trade,3403375.5792718017,exports_no_colonial_trade,Bordeaux +2.1%/an,4766335.162671673,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1735,trade,4601804.209773234,exports_no_colonial_trade,Bordeaux +2.1%/an,4865093.325662834,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1736,trade,3597658.3008223004,exports_no_colonial_trade,Bordeaux +2.1%/an,4965897.751542501,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1737,trade,5291151.544197974,exports_no_colonial_trade,Bordeaux +2.1%/an,5068790.838748181,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1738,trade,4428796.973092839,exports_no_colonial_trade,Bordeaux +2.1%/an,5173815.864210428,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1739,trade,3902313.6467233906,exports_no_colonial_trade,Bordeaux +2.1%/an,5281017.001555062,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1740,trade,3407184.4951387495,exports_no_colonial_trade,Bordeaux +2.1%/an,5390439.339682523,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1741,trade,,exports_no_colonial_trade,Bordeaux +2.1%/an,5502128.901732527,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1742,trade,6997186.020119411,exports_no_colonial_trade,Bordeaux +2.1%/an,5616132.664441335,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1743,trade,8019099.369690926,exports_no_colonial_trade,Bordeaux +2.1%/an,5732498.577900091,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1744,trade,5308578.943073899,exports_no_colonial_trade,Bordeaux +2.1%/an,5851275.585722916,4631970.969748689,4631970.969748689,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1745,trade,4313555.726474671,exports_no_colonial_trade,Bordeaux +2.1%/an,5972513.645632475,4621037.630533901,4621037.630533901,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1746,trade,5223472.012927704,exports_no_colonial_trade,Bordeaux +2.1%/an,6096263.7504723305,4610130.098455464,4610130.098455464,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1747,trade,4308176.787519478,exports_no_colonial_trade,Bordeaux +2.1%/an,6222577.949654408,4599248.312598008,4599248.312598008,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1748,trade,7551486.945431388,exports_no_colonial_trade,Bordeaux +2.1%/an,6351509.371051285,4588392.212189977,4588392.212189977,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1749,trade,9133178.464691391,exports_no_colonial_trade,Bordeaux +2.1%/an,6483112.243341699,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
1750,trade,6657946.292139999,exports_no_colonial_trade,Bordeaux +2.1%/an,6617441.918819041,,,Bordeaux,1,Perte memoire-10.2%,Perte -10.7%
