year,data_type,value,kind,slope,reg_point,peace_reg_memory,peace_reg,direction_ferme,column_order,avg_loss_mem,avg_loss_no_mem
1771,trade,15459648.272835914,exports_no_colonial_product,Rouen +1.9%/an,15836873.170118632,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1772,trade,10741249.97876475,exports_no_colonial_product,Rouen +1.9%/an,16140307.47402314,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1773,trade,12703048.194436308,exports_no_colonial_product,Rouen +1.9%/an,16449555.57562603,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1774,trade,16345865.589095673,exports_no_colonial_product,Rouen +1.9%/an,16764728.86722291,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1775,trade,15833501.860224877,exports_no_colonial_product,Rouen +1.9%/an,17085940.87538446,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1776,trade,21535988.237430975,exports_no_colonial_product,Rouen +1.9%/an,17413307.301849127,16569347.112494523,13243322.348960845,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1777,trade,,exports_no_colonial_product,Rouen +1.9%/an,17746946.065199297,16869400.97788285,13089956.556532284,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1778,trade,,exports_no_colonial_product,Rouen +1.9%/an,18086977.34333602,17174888.5107249,12938366.834010359,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1779,trade,,exports_no_colonial_product,Rouen +1.9%/an,18433523.61676751,17485908.1091598,12788532.613416573,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1780,trade,,exports_no_colonial_product,Rouen +1.9%/an,18786709.71272709,17802559.953215994,12640433.564962285,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1781,trade,,exports_no_colonial_product,Rouen +1.9%/an,19146662.850136388,18124946.037079364,12494049.594290217,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1782,trade,,exports_no_colonial_product,Rouen +1.9%/an,19513512.685430102,18453170.201945797,12349360.83974821,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1783,trade,,exports_no_colonial_product,Rouen +1.9%/an,19887391.359258674,18787338.169468626,12206347.669694075,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1784,trade,,exports_no_colonial_product,Rouen +1.9%/an,20268433.54408587,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1785,trade,,exports_no_colonial_product,Rouen +1.9%/an,20656776.49269827,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1786,trade,,exports_no_colonial_product,Rouen +1.9%/an,21052560.087644238,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1787,trade,,exports_no_colonial_product,Rouen +1.9%/an,21455926.891620122,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1788,trade,,exports_no_colonial_product,Rouen +1.9%/an,21867022.198821854,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1789,trade,21779866.0,exports_no_colonial_product,Rouen +1.9%/an,22285994.087280452,,,Rouen,2,Perte memoire-0.6%,Perte 70.8%
1716,trade,,imports_no_colonial_trade,Rouen +2.4%/an,6177524.515400038,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1717,trade,,imports_no_colonial_trade,Rouen +2.4%/an,6327755.703915248,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1718,trade,,imports_no_colonial_trade,Rouen +2.4%/an,6481640.363970185,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1719,trade,,imports_no_colonial_trade,Rouen +2.4%/an,6639267.3443212835,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1720,trade,,imports_no_colonial_trade,Rouen +2.4%/an,6800727.654437595,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1721,trade,,imports_no_colonial_trade,Rouen +2.4%/an,6966114.517047004,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1722,trade,,imports_no_colonial_trade,Rouen +2.4%/an,7135523.421960311,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1723,trade,,imports_no_colonial_trade,Rouen +2.4%/an,7309052.181204707,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1724,trade,,imports_no_colonial_trade,Rouen +2.4%/an,7486800.985497602,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1725,trade,,imports_no_colonial_trade,Rouen +2.4%/an,7668872.462093808,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1726,trade,,imports_no_colonial_trade,Rouen +2.4%/an,7855371.734040065,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1727,trade,,imports_no_colonial_trade,Rouen +2.4%/an,8046406.4808697505,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1728,trade,8500419.97484102,imports_no_colonial_trade,Rouen +2.4%/an,8242087.000774457,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1729,trade,,imports_no_colonial_trade,Rouen +2.4%/an,8442526.274286963,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1730,trade,14957343.645638386,imports_no_colonial_trade,Rouen +2.4%/an,8647840.029512892,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1731,trade,8901878.283839649,imports_no_colonial_trade,Rouen +2.4%/an,8858146.80894928,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1732,trade,18463010.64091955,imports_no_colonial_trade,Rouen +2.4%/an,9073568.037927581,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1733,trade,9612972.018432679,imports_no_colonial_trade,Rouen +2.4%/an,9294228.094721094,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1734,trade,5151012.515936401,imports_no_colonial_trade,Rouen +2.4%/an,9520254.382357927,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1735,trade,6865258.381147166,imports_no_colonial_trade,Rouen +2.4%/an,9751777.40217982,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1736,trade,4521762.615541869,imports_no_colonial_trade,Rouen +2.4%/an,9988930.829189792,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1737,trade,,imports_no_colonial_trade,Rouen +2.4%/an,10231851.589232817,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1738,trade,18510296.299421955,imports_no_colonial_trade,Rouen +2.4%/an,10480679.938052831,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1739,trade,,imports_no_colonial_trade,Rouen +2.4%/an,10735559.542272294,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1740,trade,,imports_no_colonial_trade,Rouen +2.4%/an,10996637.562341783,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1741,trade,,imports_no_colonial_trade,Rouen +2.4%/an,11264064.737506157,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1742,trade,,imports_no_colonial_trade,Rouen +2.4%/an,11537995.472836994,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1743,trade,,imports_no_colonial_trade,Rouen +2.4%/an,11818587.928382298,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1744,trade,,imports_no_colonial_trade,Rouen +2.4%/an,12106004.11048351,7645565.326152559,7645565.326152559,Rouen,2,Perte memoire22.5%,Perte 145.3%
1745,trade,,imports_no_colonial_trade,Rouen +2.4%/an,12400409.965313237,7500517.186470402,7500517.186470402,Rouen,2,Perte memoire22.5%,Perte 145.3%
1746,trade,,imports_no_colonial_trade,Rouen +2.4%/an,12701975.474688511,7358220.8332066145,7358220.8332066145,Rouen,2,Perte memoire22.5%,Perte 145.3%
1747,trade,,imports_no_colonial_trade,Rouen +2.4%/an,13010874.754213346,7218624.060738227,7218624.060738227,Rouen,2,Perte memoire22.5%,Perte 145.3%
1748,trade,,imports_no_colonial_trade,Rouen +2.4%/an,13327286.153808,7081675.653863279,7081675.653863279,Rouen,2,Perte memoire22.5%,Perte 145.3%
1749,trade,,imports_no_colonial_trade,Rouen +2.4%/an,13651392.36068385,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1750,trade,24389360.51001382,imports_no_colonial_trade,Rouen +2.4%/an,13983380.504821677,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1751,trade,,imports_no_colonial_trade,Rouen +2.4%/an,14323442.267015062,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1752,trade,,imports_no_colonial_trade,Rouen +2.4%/an,14671773.989542263,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1753,trade,,imports_no_colonial_trade,Rouen +2.4%/an,15028576.789528035,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1754,trade,,imports_no_colonial_trade,Rouen +2.4%/an,15394056.675063815,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1755,trade,12808340.160726668,imports_no_colonial_trade,Rouen +2.4%/an,15768424.664150827,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1756,trade,,imports_no_colonial_trade,Rouen +2.4%/an,16151896.90653569,16785532.73382332,11260335.77078974,Rouen,2,Perte memoire22.5%,Perte 145.3%
1757,trade,,imports_no_colonial_trade,Rouen +2.4%/an,16544694.80851,17188606.54736969,9899421.78922675,Rouen,2,Perte memoire22.5%,Perte 145.3%
1758,trade,,imports_no_colonial_trade,Rouen +2.4%/an,16947045.160743877,17601359.44002192,8702986.638749853,Rouen,2,Perte memoire22.5%,Perte 145.3%
1759,trade,,imports_no_colonial_trade,Rouen +2.4%/an,17359180.269228287,18024023.837130636,7651151.55681962,Rouen,2,Perte memoire22.5%,Perte 145.3%
1760,trade,,imports_no_colonial_trade,Rouen +2.4%/an,17781338.089402806,18456837.74531489,6726440.310131549,Rouen,2,Perte memoire22.5%,Perte 145.3%
1761,trade,,imports_no_colonial_trade,Rouen +2.4%/an,18213762.363544203,18900044.886487115,5913488.827107975,Rouen,2,Perte memoire22.5%,Perte 145.3%
1762,trade,,imports_no_colonial_trade,Rouen +2.4%/an,18656702.761496093,19353894.8350944,5198789.923945219,Rouen,2,Perte memoire22.5%,Perte 145.3%
1763,trade,15307708.126966873,imports_no_colonial_trade,Rouen +2.4%/an,19110415.024822183,19818643.15865744,4570468.88283921,Rouen,2,Perte memoire22.5%,Perte 145.3%
1764,trade,14167576.900920203,imports_no_colonial_trade,Rouen +2.4%/an,19575161.11446403,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1765,trade,,imports_no_colonial_trade,Rouen +2.4%/an,20051209.361989632,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1766,trade,9955435.668549113,imports_no_colonial_trade,Rouen +2.4%/an,20538834.6245215,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1767,trade,31052082.190545935,imports_no_colonial_trade,Rouen +2.4%/an,21038318.443431173,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1768,trade,16855699.74656529,imports_no_colonial_trade,Rouen +2.4%/an,21549949.20689298,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1769,trade,39076482.326841086,imports_no_colonial_trade,Rouen +2.4%/an,22074022.316392288,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1770,trade,16051169.314686518,imports_no_colonial_trade,Rouen +2.4%/an,22610840.35728178,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1771,trade,31488708.68373145,imports_no_colonial_trade,Rouen +2.4%/an,23160713.27348536,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1772,trade,12290737.71664557,imports_no_colonial_trade,Rouen +2.4%/an,23723958.546452176,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1773,trade,21344308.083238143,imports_no_colonial_trade,Rouen +2.4%/an,24300901.378461212,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1774,trade,35611822.11045147,imports_no_colonial_trade,Rouen +2.4%/an,24891874.880383562,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1775,trade,16238253.257529423,imports_no_colonial_trade,Rouen +2.4%/an,25497220.264012486,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1776,trade,38645241.38329601,imports_no_colonial_trade,Rouen +2.4%/an,26117287.03906919,23025308.25602154,24835838.043931995,Rouen,2,Perte memoire22.5%,Perte 145.3%
1777,trade,,imports_no_colonial_trade,Rouen +2.4%/an,26752433.214999527,23490798.492130883,25705180.438371398,Rouen,2,Perte memoire22.5%,Perte 145.3%
1778,trade,,imports_no_colonial_trade,Rouen +2.4%/an,27403025.507680066,23965699.29323696,26604952.899129804,Rouen,2,Perte memoire22.5%,Perte 145.3%
1779,trade,,imports_no_colonial_trade,Rouen +2.4%/an,28069439.55114822,24450200.907655824,27536220.586427476,Rouen,2,Perte memoire22.5%,Perte 145.3%
1780,trade,,imports_no_colonial_trade,Rouen +2.4%/an,28752060.114484303,24944497.4298511,28500085.94486925,Rouen,2,Perte memoire22.5%,Perte 145.3%
1781,trade,,imports_no_colonial_trade,Rouen +2.4%/an,29451281.32396603,25448786.878189664,29497690.00852957,Rouen,2,Perte memoire22.5%,Perte 145.3%
1782,trade,,imports_no_colonial_trade,Rouen +2.4%/an,30167506.890625507,25963271.27426835,30530213.75172197,Rouen,2,Perte memoire22.5%,Perte 145.3%
1783,trade,,imports_no_colonial_trade,Rouen +2.4%/an,30901150.343342096,26488156.72384619,31598879.48704848,Rouen,2,Perte memoire22.5%,Perte 145.3%
1784,trade,,imports_no_colonial_trade,Rouen +2.4%/an,31652635.26760196,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1785,trade,,imports_no_colonial_trade,Rouen +2.4%/an,32422395.55006396,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1786,trade,,imports_no_colonial_trade,Rouen +2.4%/an,33210875.62907518,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1787,trade,,imports_no_colonial_trade,Rouen +2.4%/an,34018530.751276694,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1788,trade,,imports_no_colonial_trade,Rouen +2.4%/an,34845827.23444971,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1789,trade,64488525.0,imports_no_colonial_trade,Rouen +2.4%/an,35693242.736755975,,,Rouen,2,Perte memoire22.5%,Perte 145.3%
1716,trade,,exports_no_colonial_trade,Rouen +1.8%/an,8584941.79215027,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1717,trade,,exports_no_colonial_trade,Rouen +1.8%/an,8742689.948961794,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1718,trade,,exports_no_colonial_trade,Rouen +1.8%/an,8903336.725423886,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1719,trade,,exports_no_colonial_trade,Rouen +1.8%/an,9066935.383622412,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1720,trade,,exports_no_colonial_trade,Rouen +1.8%/an,9233540.164333148,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1721,trade,,exports_no_colonial_trade,Rouen +1.8%/an,9403206.305005278,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1722,trade,,exports_no_colonial_trade,Rouen +1.8%/an,9575990.058075063,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1723,trade,,exports_no_colonial_trade,Rouen +1.8%/an,9751948.709616305,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1724,trade,,exports_no_colonial_trade,Rouen +1.8%/an,9931140.598333525,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1725,trade,,exports_no_colonial_trade,Rouen +1.8%/an,10113625.134903822,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1726,trade,,exports_no_colonial_trade,Rouen +1.8%/an,10299462.821674496,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1727,trade,,exports_no_colonial_trade,Rouen +1.8%/an,10488715.272722393,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1728,trade,8500419.97484102,exports_no_colonial_trade,Rouen +1.8%/an,10681445.234282067,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1729,trade,,exports_no_colonial_trade,Rouen +1.8%/an,10877716.605548933,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1730,trade,14957343.645638386,exports_no_colonial_trade,Rouen +1.8%/an,11077594.459865015,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1731,trade,8901878.283839649,exports_no_colonial_trade,Rouen +1.8%/an,11281145.066293985,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1732,trade,18463010.64091955,exports_no_colonial_trade,Rouen +1.8%/an,11488435.911592297,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1733,trade,9612972.018432679,exports_no_colonial_trade,Rouen +1.8%/an,11699535.722584387,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1734,trade,,exports_no_colonial_trade,Rouen +1.8%/an,11914514.488949018,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1735,trade,,exports_no_colonial_trade,Rouen +1.8%/an,12133443.48642397,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1736,trade,,exports_no_colonial_trade,Rouen +1.8%/an,12356395.300437508,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1737,trade,,exports_no_colonial_trade,Rouen +1.8%/an,12583443.850173846,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1738,trade,18510296.299421955,exports_no_colonial_trade,Rouen +1.8%/an,12814664.413081056,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1739,trade,,exports_no_colonial_trade,Rouen +1.8%/an,13050133.649828885,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1740,trade,,exports_no_colonial_trade,Rouen +1.8%/an,13289929.629725555,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1741,trade,,exports_no_colonial_trade,Rouen +1.8%/an,13534131.856601618,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1742,trade,,exports_no_colonial_trade,Rouen +1.8%/an,13782821.295168994,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1743,trade,,exports_no_colonial_trade,Rouen +1.8%/an,14036080.397864781,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1744,trade,,exports_no_colonial_trade,Rouen +1.8%/an,14293993.132188328,26300605.527929932,26300605.527929932,Rouen,2,Perte memoire22.2%,Perte 145.3%
1745,trade,,exports_no_colonial_trade,Rouen +1.8%/an,14556645.008540183,27992479.209090825,27992479.209090825,Rouen,2,Perte memoire22.2%,Perte 145.3%
1746,trade,,exports_no_colonial_trade,Rouen +1.8%/an,14824123.108573077,29793188.276188135,29793188.276188135,Rouen,2,Perte memoire22.2%,Perte 145.3%
1747,trade,,exports_no_colonial_trade,Rouen +1.8%/an,15096516.114063542,31709733.926394746,31709733.926394746,Rouen,2,Perte memoire22.2%,Perte 145.3%
1748,trade,,exports_no_colonial_trade,Rouen +1.8%/an,15373914.336314386,33749567.7321111,33749567.7321111,Rouen,2,Perte memoire22.2%,Perte 145.3%
1749,trade,,exports_no_colonial_trade,Rouen +1.8%/an,15656409.74609688,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1750,trade,24389360.51001382,exports_no_colonial_trade,Rouen +1.8%/an,15944096.004143616,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1751,trade,,exports_no_colonial_trade,Rouen +1.8%/an,16237068.492201705,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1752,trade,,exports_no_colonial_trade,Rouen +1.8%/an,16535424.344656033,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1753,trade,,exports_no_colonial_trade,Rouen +1.8%/an,16839262.480734132,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1754,trade,,exports_no_colonial_trade,Rouen +1.8%/an,17148683.637302794,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1755,trade,12808340.160726668,exports_no_colonial_trade,Rouen +1.8%/an,17463790.402266823,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1756,trade,,exports_no_colonial_trade,Rouen +1.8%/an,17784687.24858206,19173553.164361157,11260335.77078974,Rouen,2,Perte memoire22.2%,Perte 145.3%
1757,trade,,exports_no_colonial_trade,Rouen +1.8%/an,18111480.568893038,19526614.669309944,9899421.78922675,Rouen,2,Perte memoire22.2%,Perte 145.3%
1758,trade,,exports_no_colonial_trade,Rouen +1.8%/an,18444278.710807405,19886177.44323106,8702986.638749853,Rouen,2,Perte memoire22.2%,Perte 145.3%
1759,trade,,exports_no_colonial_trade,Rouen +1.8%/an,18783192.012818307,20252361.20038861,7651151.55681962,Rouen,2,Perte memoire22.2%,Perte 145.3%
1760,trade,,exports_no_colonial_trade,Rouen +1.8%/an,19128332.840886388,20625287.85946327,6726440.310131549,Rouen,2,Perte memoire22.2%,Perte 145.3%
1761,trade,,exports_no_colonial_trade,Rouen +1.8%/an,19479815.62569541,21005081.584144387,5913488.827107975,Rouen,2,Perte memoire22.2%,Perte 145.3%
1762,trade,,exports_no_colonial_trade,Rouen +1.8%/an,19837756.900590427,21391868.8244695,5198789.923945219,Rouen,2,Perte memoire22.2%,Perte 145.3%
1763,trade,15307708.126966873,exports_no_colonial_trade,Rouen +1.8%/an,20202275.340215098,21785778.358925153,4570468.88283921,Rouen,2,Perte memoire22.2%,Perte 145.3%
1764,trade,14167576.900920203,exports_no_colonial_trade,Rouen +1.8%/an,20573491.799857613,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1765,trade,,exports_no_colonial_trade,Rouen +1.8%/an,20951529.355519556,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1766,trade,9955435.668549113,exports_no_colonial_trade,Rouen +1.8%/an,21336513.34472234,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1767,trade,31052082.190545935,exports_no_colonial_trade,Rouen +1.8%/an,21728571.40806219,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1768,trade,16855699.74656529,exports_no_colonial_trade,Rouen +1.8%/an,22127833.531528596,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1769,trade,39076482.326841086,exports_no_colonial_trade,Rouen +1.8%/an,22534432.08960182,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1770,trade,16051169.314686518,exports_no_colonial_trade,Rouen +1.8%/an,22948501.889140923,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1771,trade,31488708.68373145,exports_no_colonial_trade,Rouen +1.8%/an,23370180.214078177,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1772,trade,12290737.71664557,exports_no_colonial_trade,Rouen +1.8%/an,23799606.87093622,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1773,trade,21344308.083238143,exports_no_colonial_trade,Rouen +1.8%/an,24236924.23518013,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1774,trade,35611822.11045147,exports_no_colonial_trade,Rouen +1.8%/an,24682277.298421178,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1775,trade,16238253.257529423,exports_no_colonial_trade,Rouen +1.8%/an,25135813.716489498,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1776,trade,38645241.38329601,exports_no_colonial_trade,Rouen +1.8%/an,25597683.858388554,22201304.896066673,24835838.043931995,Rouen,2,Perte memoire22.2%,Perte 145.3%
1777,trade,,exports_no_colonial_trade,Rouen +1.8%/an,26068040.856149107,22496911.71567319,25705180.438371398,Rouen,2,Perte memoire22.2%,Perte 145.3%
1778,trade,,exports_no_colonial_trade,Rouen +1.8%/an,26547040.65560087,22796454.49274739,26604952.899129804,Rouen,2,Perte memoire22.2%,Perte 145.3%
1779,trade,,exports_no_colonial_trade,Rouen +1.8%/an,27034842.068075486,23099985.633932687,27536220.586427476,Rouen,2,Perte memoire22.2%,Perte 145.3%
1780,trade,,exports_no_colonial_trade,Rouen +1.8%/an,27531606.8230595,23407558.243658565,28500085.94486925,Rouen,2,Perte memoire22.2%,Perte 145.3%
1781,trade,,exports_no_colonial_trade,Rouen +1.8%/an,28037499.621816743,23719226.133431483,29497690.00852957,Rouen,2,Perte memoire22.2%,Perte 145.3%
1782,trade,,exports_no_colonial_trade,Rouen +1.8%/an,28552688.19199313,24035043.831249498,30530213.75172197,Rouen,2,Perte memoire22.2%,Perte 145.3%
1783,trade,,exports_no_colonial_trade,Rouen +1.8%/an,29077343.343227755,24355066.591142215,31598879.48704848,Rouen,2,Perte memoire22.2%,Perte 145.3%
1784,trade,,exports_no_colonial_trade,Rouen +1.8%/an,29611639.0237839,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1785,trade,,exports_no_colonial_trade,Rouen +1.8%/an,30155752.378220532,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1786,trade,,exports_no_colonial_trade,Rouen +1.8%/an,30709863.80612545,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1787,trade,,exports_no_colonial_trade,Rouen +1.8%/an,31274157.02192578,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1788,trade,,exports_no_colonial_trade,Rouen +1.8%/an,31848819.115797393,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1789,trade,64488525.0,exports_no_colonial_trade,Rouen +1.8%/an,32434040.615695562,,,Rouen,2,Perte memoire22.2%,Perte 145.3%
1716,trade,,total,Bordeaux +3.4%/an,15734885.441325298,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1717,trade,,total,Bordeaux +3.4%/an,16279971.387835305,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1718,trade,,total,Bordeaux +3.4%/an,16843940.133981235,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1719,trade,,total,Bordeaux +3.4%/an,17427445.815361895,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1720,trade,26143347.52023071,total,Bordeaux +3.4%/an,18031165.228060607,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1721,trade,24476269.7769999,total,Bordeaux +3.4%/an,18655798.613646153,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1722,trade,,total,Bordeaux +3.4%/an,19302070.471368868,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1723,trade,41182518.99145151,total,Bordeaux +3.4%/an,19970730.3984921,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1724,trade,39003929.474753305,total,Bordeaux +3.4%/an,20662553.959734317,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1725,trade,30239035.707533576,total,Bordeaux +3.4%/an,21378343.58683104,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1726,trade,22301467.788907133,total,Bordeaux +3.4%/an,22118929.50925784,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1727,trade,,total,Bordeaux +3.4%/an,22885170.717196785,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1728,trade,22648175.318545178,total,Bordeaux +3.4%/an,23677955.95786092,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1729,trade,20213129.57911959,total,Bordeaux +3.4%/an,24498204.766334344,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1730,trade,24175041.579521064,total,Bordeaux +3.4%/an,25346868.532120783,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1731,trade,12933775.85886676,total,Bordeaux +3.4%/an,26224931.602641117,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1732,trade,20408241.910940796,total,Bordeaux +3.4%/an,27133412.42495709,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1733,trade,20393264.8987918,total,Bordeaux +3.4%/an,28073364.7270476,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1734,trade,24703601.4949853,total,Bordeaux +3.4%/an,29045878.740004696,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1735,trade,19702022.709271908,total,Bordeaux +3.4%/an,30052082.46257065,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1736,trade,24572683.264289025,total,Bordeaux +3.4%/an,31093142.96948003,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
1737,trade,26113057.685842447,total,Bordeaux +3.4%/an,32170267.765125122,,,Bordeaux,1,Perte memoire-23.0%,Perte -33.9%
