direction,year,indice
Bordeaux,1768,0.2799869820115331
Bordeaux,1769,0.2132642084201214
Bordeaux,1770,0.2466442627088361
Bordeaux,1771,
Bordeaux,1772,0.23636356289352983
Bordeaux,1773,0.2418136680676297
Bordeaux,1774,0.22479532951288847
Bordeaux,1775,0.26038251599637957
Bordeaux,1776,0.2910246789514286
Bordeaux,1777,0.28514005510998114
Bordeaux,1778,0.28116871672325366
Bordeaux,1779,
Bordeaux,1761,0.45922966845137003
Bordeaux,1762,0.21327165137971824
Bordeaux,1763,0.20523801611609815
Bordeaux,1764,0.21652411062811402
Bordeaux,1765,0.2170840705174189
Bordeaux,1766,0.2599634734408804
Bordeaux,1767,0.32865295042859405
Bordeaux,1740,0.168449097163969
Bordeaux,1741,
Bordeaux,1742,0.20899421782384847
Bordeaux,1751,0.24577182208486403
Bordeaux,1752,0.2236571490314009
Bordeaux,1753,0.2217786334695222
Bordeaux,1754,0.22904429249941227
Bordeaux,1755,0.15881330640994254
Bordeaux,1737,0.2905562784663032
Bordeaux,1738,0.18227912255583698
Bordeaux,1739,0.19039170231568092
Bordeaux,1728,0.4580976744485282
Bordeaux,1730,0.3242857801905739
Bordeaux,1731,0.22213549850886508
Bordeaux,1732,0.31166131298128397
Bordeaux,1734,0.40842575995332053
Bordeaux,1735,0.262295653768726
Bordeaux,1714,
Bordeaux,1747,0.26986617973543575
Bordeaux,1709,
Bordeaux,1715,
Bordeaux,1716,
Bordeaux,1719,
Bordeaux,1782,
Bordeaux,1783,
Bordeaux,1784,
Bordeaux,1785,
Bordeaux,1786,
Bordeaux,1787,
Bordeaux,1788,
Bordeaux,1789,0.15313622333510413
Bordeaux,1790,
Bordeaux,1749,0.23822314960234553
Bordeaux,1750,0.28812016434773713
Bordeaux,1799,
Bordeaux,1800,
Bordeaux,1801,
Bordeaux,1814,
Bordeaux,1815,
Bordeaux,1726,0.43271659199472445
Bordeaux,1729,0.34815872524831737
Bordeaux,1733,0.28521412797099355
Bordeaux,1736,0.21670069682422896
Bordeaux,1757,0.22640394513792045
Bordeaux,1758,0.3299275973298438
Bordeaux,1759,0.4174492392183082
Bordeaux,1760,0.634595016042955
Bordeaux,1780,
Bordeaux,1756,0.21181893591286396
Bordeaux,1797,
Bordeaux,1798,
Bordeaux,1816,
Bordeaux,1817,
Bordeaux,1744,0.17772465024472966
Bordeaux,1745,0.19622674368346976
Bordeaux,1746,0.18029780889044775
Bordeaux,1743,0.1515634754404625
Bordeaux,1803,
Bordeaux,1805,
Bordeaux,1820,
Bordeaux,1821,
Bordeaux,1804,
Bordeaux,1792,
Bordeaux,1727,
Bordeaux,1748,0.21937880584404804
Bordeaux,1806,
Bordeaux,1807,
Bordeaux,1808,
Bordeaux,1818,
Bordeaux,1819,
Bordeaux,1725,0.48642306988273293
Bordeaux,1802,
Bordeaux,1718,0.27572743947176737
Bordeaux,1720,0.2829458844415236
Bordeaux,1721,0.3181033518526006
Bordeaux,1723,0.49588927992153264
Bordeaux,1724,0.5193765810261568
Bordeaux,1809,
Bordeaux,1810,
Bordeaux,1811,
Bordeaux,1812,
Bordeaux,1717,
Bordeaux,1722,
Bordeaux,1781,
Bordeaux,1813,
Bordeaux,1822,
Bordeaux,1823,
Marseille,1768,0.11441814921059108
Marseille,1769,0.09815409457475831
Marseille,1770,0.08100140142399047
Marseille,1771,
Marseille,1772,0.08748836696619205
Marseille,1773,0.08325763105498092
Marseille,1774,0.06757060406485292
Marseille,1775,0.06625352906934476
Marseille,1776,0.04774847530008661
Marseille,1777,0.05707280907831729
Marseille,1778,0.07253126655190775
Marseille,1779,0.06841678981192215
Marseille,1761,0.17196851799658996
Marseille,1762,0.225890662320391
Marseille,1763,0.18524212281458968
Marseille,1764,0.11957384414300662
Marseille,1765,0.09901313772827738
Marseille,1766,0.12275565433684267
Marseille,1767,0.127885213325736
Marseille,1740,0.16010014186775418
Marseille,1741,0.13667353054579529
Marseille,1742,
Marseille,1751,0.07548976768533473
Marseille,1752,0.11396574425706245
Marseille,1753,
Marseille,1754,
Marseille,1755,0.10890568596545365
Marseille,1737,0.07642837126917268
Marseille,1738,0.07232030261570566
Marseille,1739,0.09079344759515655
Marseille,1728,0.2516249478519543
Marseille,1730,0.08694895199888014
Marseille,1731,0.09793271743653799
Marseille,1732,0.1117426846059248
Marseille,1734,
Marseille,1735,0.11141849039803621
Marseille,1714,
Marseille,1747,0.24485627491175263
Marseille,1709,
Marseille,1715,
Marseille,1716,
Marseille,1719,
Marseille,1782,
Marseille,1783,
Marseille,1784,
Marseille,1785,
Marseille,1786,
Marseille,1787,
Marseille,1788,
Marseille,1789,0.07092719733421067
Marseille,1790,
Marseille,1749,0.1322540205994638
Marseille,1750,0.08622925420139876
Marseille,1799,
Marseille,1800,
Marseille,1801,
Marseille,1814,
Marseille,1815,
Marseille,1726,0.20242767300986692
Marseille,1729,0.06578646387095259
Marseille,1733,0.08708265742974347
Marseille,1736,0.10057003352085574
Marseille,1757,
Marseille,1758,
Marseille,1759,0.279228564140829
Marseille,1760,0.2054541044914634
Marseille,1780,0.0743828469453225
Marseille,1756,0.12200190072320193
Marseille,1797,
Marseille,1798,
Marseille,1816,
Marseille,1817,
Marseille,1744,0.10081321203942002
Marseille,1745,0.24223393292435058
Marseille,1746,0.18079569696879544
Marseille,1743,0.11655581972421288
Marseille,1803,
Marseille,1805,
Marseille,1820,
Marseille,1821,
Marseille,1804,
Marseille,1792,
Marseille,1727,0.18861073628093677
Marseille,1748,
Marseille,1806,
Marseille,1807,
Marseille,1808,
Marseille,1818,
Marseille,1819,
Marseille,1725,0.19656354661418338
Marseille,1802,
Marseille,1718,
Marseille,1720,
Marseille,1721,
Marseille,1723,
Marseille,1724,
Marseille,1809,
Marseille,1810,
Marseille,1811,
Marseille,1812,
Marseille,1717,
Marseille,1722,
Marseille,1781,
Marseille,1813,
Marseille,1822,
Marseille,1823,
Rouen,1768,0.10465146540168359
Rouen,1769,0.08354164703572933
Rouen,1770,0.10452877129806618
Rouen,1771,0.09534155090771078
Rouen,1772,0.12292519113610566
Rouen,1773,0.13453991184056902
Rouen,1774,0.10118910771866492
Rouen,1775,0.1688340448259842
Rouen,1776,0.07236885040695122
Rouen,1777,
Rouen,1778,
Rouen,1779,
Rouen,1761,
Rouen,1762,
Rouen,1763,0.2319767048311375
Rouen,1764,0.10744341291179837
Rouen,1765,
Rouen,1766,0.0913342169456407
Rouen,1767,0.07595046173538289
Rouen,1740,
Rouen,1741,
Rouen,1742,
Rouen,1751,
Rouen,1752,
Rouen,1753,
Rouen,1754,
Rouen,1755,0.11660947430712386
Rouen,1737,
Rouen,1738,0.06638968401785444
Rouen,1739,
Rouen,1728,0.3196186306152522
Rouen,1730,0.08015872465513818
Rouen,1731,0.25043353698415727
Rouen,1732,0.1993568599437624
Rouen,1734,
Rouen,1735,
Rouen,1714,
Rouen,1747,
Rouen,1709,
Rouen,1715,
Rouen,1716,
Rouen,1719,
Rouen,1782,
Rouen,1783,
Rouen,1784,
Rouen,1785,
Rouen,1786,
Rouen,1787,
Rouen,1788,
Rouen,1789,0.1397437786548302
Rouen,1790,
Rouen,1749,
Rouen,1750,0.10035881809001129
Rouen,1799,
Rouen,1800,
Rouen,1801,
Rouen,1814,
Rouen,1815,
Rouen,1726,
Rouen,1729,
Rouen,1733,0.2624004731575557
Rouen,1736,
Rouen,1757,
Rouen,1758,
Rouen,1759,
Rouen,1760,
Rouen,1780,
Rouen,1756,
Rouen,1797,
Rouen,1798,
Rouen,1816,
Rouen,1817,
Rouen,1744,
Rouen,1745,
Rouen,1746,
Rouen,1743,
Rouen,1803,
Rouen,1805,
Rouen,1820,
Rouen,1821,
Rouen,1804,
Rouen,1792,
Rouen,1727,
Rouen,1748,
Rouen,1806,
Rouen,1807,
Rouen,1808,
Rouen,1818,
Rouen,1819,
Rouen,1725,
Rouen,1802,
Rouen,1718,
Rouen,1720,
Rouen,1721,
Rouen,1723,
Rouen,1724,
Rouen,1809,
Rouen,1810,
Rouen,1811,
Rouen,1812,
Rouen,1717,
Rouen,1722,
Rouen,1781,
Rouen,1813,
Rouen,1822,
Rouen,1823,
Nantes,1768,0.16444363697702583
Nantes,1769,0.11776090078579596
Nantes,1770,0.14441605383072628
Nantes,1771,0.15847407332668756
Nantes,1772,0.13682535135782967
Nantes,1773,
Nantes,1774,0.19548274154188106
Nantes,1775,
Nantes,1776,0.13373724056172864
Nantes,1777,
Nantes,1778,0.09280552985591559
Nantes,1779,0.11141078496885388
Nantes,1761,0.19748742806598044
Nantes,1762,0.1427849121990688
Nantes,1763,0.11997565209726058
Nantes,1764,0.1492095060683731
Nantes,1765,0.1013500154492387
Nantes,1766,0.234627971837962
Nantes,1767,0.1450642784655759
Nantes,1740,0.0909509329475214
Nantes,1741,0.07811668413834047
Nantes,1742,0.11027497991941856
Nantes,1751,0.15411975528228328
Nantes,1752,0.17763469248347358
Nantes,1753,0.1333916272417598
Nantes,1754,0.15031994929427173
Nantes,1755,0.11393959996307187
Nantes,1737,0.13294786901390687
Nantes,1738,
Nantes,1739,0.11705638732835233
Nantes,1728,0.11590862899724155
Nantes,1730,
Nantes,1731,0.09684921339020182
Nantes,1732,0.12330337402104619
Nantes,1734,0.08194119684362039
Nantes,1735,0.08148527379739628
Nantes,1714,
Nantes,1747,
Nantes,1709,
