bureau,year,indice
Bordeaux,1789,0.5413911523308101
Marseille,1789,0.28989312943233275
Rouen,1789,0.29507710323304337
Nantes,1789,0.4377662437889354
La Rochelle,1789,0.5565520217051101
Bayonne,1789,0.49886238613308576
Saint-Malo,1789,0.5191288436506682
Le Havre,1789,0.4231863796908023
