bureau,year,indice
Bordeaux,1789,0.15355441621825303
Marseille,1789,0.0808430842727262
Rouen,1789,0.10063307972750885
Nantes,1789,0.16132733652232606
La Rochelle,1789,0.24241389571715707
Bayonne,1789,0.12477463125014598
Saint-Malo,1789,0.40890828071785773
Le Havre,1789,0.1572045759289642
