annee,mileage_total,mileage_moyen,mileage_total_FR,mileage_moyen_FR
1749,1514057,661.4491044124071,785073,610.002331002331
1759,637901,331.2050882658359,176529,252.18428571428572
1769,1589028,684.9258620689656,1177692,721.1830985915493
1779,780051,335.9392764857881,270359,239.46767050487156
1787,2009391,609.6453276699029,1370017,650.2216421452301
1789,2018182,655.0412203829925,1469403,743.2488619119879
1799,390923,145.4867882396725,163063,99.30755176613886
